,carat,cut,color,clarity,depth,table,price,x,y,z,y/x
15981,1.02,3,E,VS2,60.4,58.0,6397,6.51,6.47,3.92,1.0061823802163834
15982,1.21,1,G,SI1,64.6,60.0,6397,6.69,6.62,4.3,1.0105740181268883
15983,1.02,2,F,VS2,64.2,59.0,6397,6.4,6.28,4.07,1.019108280254777
15984,1.02,3,G,VS2,62.1,58.0,6397,6.5,6.44,4.02,1.0093167701863353
15985,1.22,4,H,SI2,62.3,57.0,6398,6.84,6.89,4.28,0.9927431059506532
15986,1.22,4,I,SI1,62.3,58.0,6398,6.8,6.82,4.24,0.9970674486803518
15987,1.01,0,E,VS2,60.9,57.0,6399,6.41,6.47,3.92,0.9907264296754251
15988,1.01,2,E,VS2,63.3,60.0,6399,6.3,6.33,4.0,0.995260663507109
15989,1.01,2,E,VS2,63.3,58.0,6399,6.35,6.38,4.03,0.9952978056426331
15990,1.01,0,E,VS2,62.0,55.0,6399,6.42,6.46,3.99,0.9938080495356038
15991,1.01,0,E,VS2,58.1,60.0,6399,6.51,6.58,3.8,0.9893617021276595
15992,1.25,0,G,SI2,61.4,59.0,6399,6.97,6.93,4.27,1.0057720057720059
15993,1.06,4,F,VS2,60.5,57.0,6399,6.6,6.58,3.99,1.0030395136778114
15994,0.84,4,D,VVS1,62.0,54.0,6399,6.04,6.08,3.76,0.993421052631579
15995,1.06,3,F,VS2,62.3,58.0,6399,6.56,6.51,4.07,1.0076804915514592
15996,1.0,3,E,VS2,62.9,58.0,6400,6.36,6.29,3.98,1.0111287758346583
15997,1.35,3,G,SI2,58.4,59.0,6400,7.32,7.28,4.26,1.0054945054945055
15998,1.22,4,F,SI2,62.5,56.2,6401,6.81,6.85,4.27,0.9941605839416058
15999,1.37,4,I,SI2,62.2,56.0,6401,7.07,7.14,4.42,0.9901960784313726
16000,1.57,3,I,SI2,62.2,60.0,6401,7.43,7.36,4.6,1.0095108695652173
16001,1.27,4,I,VS2,62.6,57.0,6401,6.92,6.88,4.32,1.005813953488372
16002,1.47,3,I,SI2,61.6,59.0,6403,7.29,7.32,4.5,0.9959016393442622
16003,1.05,4,F,VS2,62.7,56.0,6403,6.52,6.59,4.11,0.9893778452200304
16004,1.27,4,H,SI2,61.8,57.0,6403,6.93,6.96,4.29,0.9956896551724138
16005,1.22,3,E,SI1,59.7,61.0,6403,7.03,6.9,4.16,1.018840579710145
16006,1.23,4,E,SI2,61.2,55.0,6403,7.01,6.92,4.26,1.0130057803468209
16007,1.04,0,F,VS2,59.0,57.0,6405,6.64,6.69,3.93,0.9925261584454409
16008,1.17,4,I,SI1,61.7,56.0,6405,6.73,6.78,4.17,0.9926253687315635
16009,1.3,3,J,VVS2,62.9,60.0,6405,6.91,6.86,4.33,1.0072886297376094
16010,1.33,3,H,SI2,62.8,52.0,6405,7.15,7.06,4.46,1.0127478753541077
16011,1.01,0,G,VS2,61.6,60.0,6406,6.42,6.47,3.97,0.9922720247295209
16012,1.01,0,G,VS2,63.4,55.0,6406,6.35,6.4,4.04,0.9921874999999999
16013,1.23,4,H,VS2,59.0,57.0,6406,7.05,6.99,4.14,1.0085836909871244
16014,1.3,3,H,SI2,60.1,57.0,6406,7.17,7.13,4.3,1.0056100981767182
16015,1.01,2,G,VS1,59.2,63.0,6407,6.5,6.48,3.84,1.0030864197530864
16016,1.22,0,G,SI2,63.2,58.0,6409,6.82,6.76,4.29,1.0088757396449706
16017,1.32,4,G,SI2,62.9,57.0,6409,6.98,6.94,4.38,1.005763688760807
16018,1.02,4,G,VS2,62.5,58.0,6410,6.36,6.44,4.0,0.9875776397515528
16019,1.08,4,H,VS2,60.3,57.0,6411,6.67,6.7,4.03,0.9955223880597015
16020,0.3,3,I,VS1,60.3,58.0,608,4.34,4.32,2.61,1.0046296296296295
16021,0.3,3,I,VS1,59.8,60.0,608,4.36,4.34,2.6,1.0046082949308757
16022,0.3,3,I,VS1,60.4,58.0,608,4.4,4.34,2.64,1.0138248847926268
16023,0.3,4,I,VS1,61.0,56.0,608,4.37,4.35,2.66,1.0045977011494254
16024,0.3,3,I,VS1,59.1,59.0,608,4.38,4.35,2.58,1.006896551724138
16025,0.3,3,I,VS1,58.8,61.0,608,4.43,4.38,2.59,1.0114155251141552
16026,0.3,3,I,VS1,60.5,60.0,608,4.33,4.3,2.61,1.0069767441860467
16027,0.3,3,I,VS1,60.8,59.0,608,4.32,4.3,2.62,1.0046511627906978
16028,0.3,0,I,VS1,63.4,54.0,608,4.32,4.29,2.73,1.006993006993007
16029,0.3,4,I,VS1,62.5,54.0,608,4.32,4.29,2.69,1.006993006993007
16030,0.3,4,I,VS1,62.5,57.0,608,4.32,4.29,2.69,1.006993006993007
16031,0.3,3,I,VS1,61.7,58.0,608,4.32,4.27,2.65,1.0117096018735365
16032,0.3,3,I,VS1,62.0,58.0,608,4.3,4.25,2.65,1.011764705882353
16033,0.3,3,I,VS1,62.9,58.0,608,4.29,4.26,2.69,1.0070422535211268
16034,0.3,3,I,VS1,61.7,59.0,608,4.3,4.26,2.64,1.0093896713615023
16035,0.3,3,I,VS1,63.0,53.0,608,4.31,4.26,2.7,1.011737089201878
16036,0.3,3,I,VS1,61.6,60.0,608,4.3,4.27,2.64,1.0070257611241218
16037,0.3,0,I,VS1,63.3,59.0,608,4.23,4.2,2.67,1.0071428571428571
16038,0.3,3,I,VS1,62.9,59.0,608,4.3,4.22,2.68,1.018957345971564
16039,0.3,2,I,VS1,63.7,58.0,608,4.25,4.23,2.7,1.0047281323877069
16040,0.3,0,I,VS1,63.5,57.0,608,4.29,4.24,2.71,1.0117924528301887
16041,0.3,3,H,VS2,62.3,58.0,608,4.33,4.31,2.69,1.0046403712296985
16042,0.3,3,H,VS2,60.9,61.0,608,4.35,4.32,2.64,1.0069444444444442
16043,0.3,4,H,VS2,60.7,57.0,608,4.37,4.33,2.64,1.0092378752886837
16044,0.3,3,H,VS2,61.8,60.0,608,4.31,4.26,2.65,1.011737089201878
16045,0.3,3,H,VS2,60.9,61.0,608,4.3,4.27,2.61,1.0070257611241218
16046,0.3,0,H,VS2,63.5,54.0,608,4.3,4.27,2.72,1.0070257611241218
16047,0.3,3,H,VS2,62.2,59.0,608,4.31,4.28,2.67,1.0070093457943923
16048,0.3,3,H,VS2,61.1,61.0,608,4.33,4.31,2.64,1.0046403712296985
16049,0.3,3,H,VS2,62.5,58.0,608,4.28,4.26,2.67,1.0046948356807512
16050,1.06,4,G,VS2,62.7,55.0,6411,6.53,6.49,4.08,1.0061633281972264
16051,1.01,2,G,VS1,63.2,61.0,6412,6.33,6.35,4.01,0.9968503937007874
16052,1.01,3,G,VS1,59.8,59.0,6412,6.5,6.55,3.9,0.9923664122137404
16053,1.28,4,G,SI2,61.5,57.0,6412,6.93,7.0,4.28,0.99
16054,1.02,4,F,VS2,62.1,57.0,6412,6.44,6.37,3.98,1.010989010989011
16055,1.08,3,G,VS2,59.4,59.0,6415,6.68,6.75,3.99,0.9896296296296296
16056,1.08,0,G,VS2,62.3,58.0,6415,6.5,6.54,4.06,0.9938837920489296
16057,1.27,3,I,VS1,62.2,59.0,6415,6.87,6.92,4.29,0.9927745664739884
16058,1.02,3,G,VS2,62.5,58.0,6416,6.46,6.41,4.02,1.0078003120124805
16059,1.01,4,F,VS2,61.0,57.0,6416,6.38,6.5,3.93,0.9815384615384615
16060,1.01,3,F,VS2,59.2,60.0,6416,6.51,6.54,3.86,0.9954128440366972
16061,1.01,2,F,VS2,63.1,60.0,6416,6.36,6.39,4.02,0.995305164319249
16062,1.01,0,F,VS2,62.8,59.0,6416,6.33,6.41,4.0,0.9875195007800311
16063,1.01,3,F,VS2,62.2,60.0,6416,6.37,6.4,3.97,0.9953124999999999
16064,1.01,3,F,VS2,61.7,58.0,6416,6.42,6.48,3.98,0.9907407407407407
16065,1.01,4,F,VS2,62.0,56.0,6416,6.46,6.51,4.02,0.9923195084485408
16066,1.2,3,H,VS2,62.5,58.0,6416,6.77,6.73,4.23,1.0059435364041605
16067,1.2,3,H,VS2,62.4,59.0,6416,6.73,6.69,4.19,1.0059790732436473
16068,1.2,3,H,VS2,62.8,58.0,6416,6.75,6.7,4.22,1.007462686567164
16069,1.02,4,G,VS2,60.4,57.0,6416,6.55,6.53,3.95,1.003062787136294
16070,1.02,3,G,VS2,61.5,59.0,6416,6.44,6.41,3.95,1.0046801872074884
16071,1.02,4,G,VS2,62.5,55.0,6418,6.43,6.49,4.04,0.9907550077041601
16072,1.02,4,G,VS2,62.8,57.0,6418,6.36,6.45,4.02,0.986046511627907
16073,1.21,4,I,VS1,62.2,54.5,6418,6.81,6.86,4.25,0.9927113702623905
16074,1.22,0,I,VS2,59.6,58.0,6419,6.95,6.98,4.15,0.995702005730659
16075,1.25,4,I,VS2,62.5,56.0,6419,6.87,6.92,4.31,0.9927745664739884
16076,1.09,4,H,VS2,61.4,57.0,6419,6.61,6.65,4.07,0.9939849624060151
16077,1.17,4,G,SI1,60.7,56.0,6419,6.79,6.84,4.13,0.9926900584795322
16078,1.22,0,G,SI1,63.4,56.0,6421,6.75,6.78,4.29,0.995575221238938
16079,1.5,2,J,SI2,63.6,58.0,6421,7.25,7.18,4.59,1.00974930362117
16080,1.2,0,H,VS2,63.2,54.0,6423,6.73,6.78,4.27,0.9926253687315635
16081,1.04,0,G,VS2,62.8,56.0,6424,6.42,6.48,4.05,0.9907407407407407
16082,1.0,4,F,VS2,61.7,58.0,6424,6.37,6.43,3.95,0.9906687402799379
16083,1.29,4,H,SI1,62.6,56.0,6424,6.96,6.93,4.35,1.0043290043290043
16084,1.49,1,H,I1,66.9,61.0,6425,6.93,6.89,4.62,1.0058055152394776
16085,1.01,3,E,VS2,62.1,58.0,6425,6.42,6.34,3.96,1.0126182965299684
16086,1.08,4,H,SI1,60.5,57.0,6426,6.63,6.67,4.02,0.9940029985007496
16087,1.06,4,D,SI1,62.6,56.0,6426,6.49,6.52,4.07,0.9953987730061351
16088,1.29,3,I,SI1,61.8,59.0,6429,6.99,6.96,4.31,1.0043103448275863
16089,1.01,2,D,VS2,61.6,61.0,6429,6.43,6.45,3.97,0.9968992248062015
16090,1.27,4,J,VVS2,62.2,54.0,6430,6.92,6.98,4.32,0.991404011461318
16091,1.32,4,I,SI1,62.2,57.0,6431,7.07,7.01,4.38,1.008559201141227
16092,1.32,3,H,SI2,62.7,58.0,6431,7.05,6.99,4.4,1.0085836909871244
16093,1.02,0,G,VS2,60.9,56.0,6432,6.47,6.51,3.95,0.9938556067588326
16094,1.0,0,G,VS1,59.1,61.0,6435,6.48,6.54,3.85,0.9908256880733946
16095,1.26,3,H,SI1,62.1,57.0,6435,6.94,6.88,4.29,1.0087209302325582
16096,1.23,4,I,VS1,61.5,56.0,6435,6.86,6.89,4.23,0.995645863570392
16097,1.14,0,G,VS2,63.2,56.0,6435,6.67,6.63,4.2,1.0060331825037707
16098,1.2,3,F,SI1,62.9,58.0,6435,6.76,6.69,4.23,1.0104633781763825
16099,1.69,3,I,I1,62.4,60.0,6436,7.59,7.56,4.73,1.003968253968254
16100,1.0,2,G,SI1,59.9,58.0,6437,6.44,6.48,3.87,0.9938271604938271
16101,1.24,0,G,SI1,61.8,59.0,6438,6.85,6.88,4.24,0.9956395348837209
16102,1.31,3,I,VS2,61.9,59.0,6438,7.02,6.98,4.33,1.0057306590257877
16103,1.01,0,F,VS1,59.4,58.0,6439,6.46,6.54,3.86,0.9877675840978594
16104,1.01,4,G,VS2,61.7,56.0,6439,6.43,6.46,3.98,0.9953560371517027
16105,1.01,4,G,VS2,61.9,56.0,6439,6.42,6.46,3.99,0.9938080495356038
16106,1.01,4,G,VS2,61.9,56.0,6439,6.41,6.45,3.98,0.993798449612403
16107,1.23,4,H,SI1,61.0,56.0,6439,6.96,6.92,4.23,1.0057803468208093
16108,1.0,0,D,VS2,63.1,59.0,6440,6.26,6.36,3.98,0.9842767295597483
16109,1.18,4,H,SI1,61.5,57.0,6440,6.78,6.82,4.18,0.9941348973607038
16110,1.25,2,F,VS2,63.9,58.0,6440,6.76,6.71,4.31,1.007451564828614
16111,1.21,3,E,SI1,62.9,58.0,6440,6.79,6.78,4.27,1.0014749262536873
16112,1.07,0,E,VS2,60.4,58.0,6441,6.61,6.66,4.01,0.9924924924924925
16113,1.58,4,I,SI2,62.3,57.0,6441,7.42,7.34,4.6,1.0108991825613078
16114,1.01,3,G,VS1,62.7,56.0,6441,6.46,6.36,4.02,1.0157232704402515
16115,0.9,3,D,VS1,61.2,58.0,6441,6.27,6.25,3.83,1.0031999999999999
16116,1.01,3,G,VS1,62.0,58.0,6441,6.44,6.4,3.98,1.00625
16117,1.33,0,J,VS1,61.7,55.0,6442,7.07,7.12,4.38,0.9929775280898877
16118,1.3,4,F,SI2,62.2,56.0,6442,6.96,7.0,4.34,0.9942857142857143
16119,1.3,3,I,VS2,60.1,58.0,6442,7.1,7.14,4.28,0.9943977591036415
16120,1.27,0,I,VS2,62.4,58.0,6443,6.83,6.89,4.28,0.9912917271407838
16121,1.36,4,D,SI2,61.2,57.0,6443,7.15,7.19,4.39,0.9944367176634215
16122,1.3,2,D,SI2,57.1,63.0,6443,7.27,7.22,4.14,1.0069252077562327
16123,1.5,3,H,SI2,61.8,57.0,6443,7.34,7.31,4.53,1.0041039671682628
16124,0.91,4,D,VS2,60.9,57.0,6444,6.26,6.32,3.83,0.990506329113924
16125,1.0,2,E,VS2,60.6,65.0,6445,6.29,6.36,3.83,0.9889937106918238
16126,1.11,3,G,VS2,60.4,58.0,6445,6.76,6.72,4.07,1.005952380952381
16127,1.01,2,F,VS2,63.9,58.0,6446,6.39,6.32,4.06,1.0110759493670884
16128,1.01,3,F,VS2,60.9,58.0,6446,6.47,6.41,3.92,1.0093603744149766
16129,1.02,0,D,VS2,63.9,59.0,6447,6.29,6.33,4.03,0.9936808846761453
16130,1.14,3,F,SI1,61.1,58.0,6448,6.77,6.72,4.12,1.0074404761904763
16131,1.22,3,G,SI1,61.2,60.0,6449,6.82,6.75,4.15,1.0103703703703704
16132,1.01,0,G,VS2,63.6,56.0,6449,6.34,6.39,4.05,0.9921752738654147
16133,1.0,0,G,VS2,62.4,58.0,6449,6.31,6.38,3.96,0.9890282131661442
16134,1.22,3,G,SI1,62.1,58.0,6449,6.89,6.84,4.26,1.0073099415204678
16135,1.01,4,G,VS2,61.9,58.0,6449,6.37,6.43,3.96,0.9906687402799379
16136,1.33,4,J,VS1,62.5,58.0,6449,6.99,7.03,4.38,0.9943100995732574
16137,1.23,4,I,SI1,62.1,57.0,6449,6.83,6.88,4.26,0.9927325581395349
16138,1.01,2,D,VS2,64.5,58.0,6449,6.27,6.31,4.06,0.993660855784469
16139,1.2,4,H,SI1,62.0,58.0,6450,6.78,6.83,4.22,0.9926793557833089
16140,1.0,3,G,VS2,60.6,59.0,6451,6.42,6.36,3.87,1.0094339622641508
16141,1.3,4,I,SI1,62.3,58.0,6451,6.94,7.0,4.34,0.9914285714285714
16142,1.28,3,I,VS2,62.5,61.0,6451,6.89,6.86,4.3,1.0043731778425655
16143,1.2,3,H,SI1,61.3,60.0,6451,6.87,6.81,4.19,1.0088105726872247
16144,1.28,4,H,SI2,62.8,57.0,6451,6.92,6.87,4.33,1.007278020378457
16145,1.0,3,G,VS2,60.0,59.0,6451,6.54,6.46,3.9,1.0123839009287925
16146,1.2,3,G,SI1,62.7,58.0,6451,6.71,6.66,4.19,1.0075075075075075
16147,1.09,0,G,VS1,59.7,63.0,6453,6.65,6.74,4.0,0.9866468842729971
16148,1.09,4,H,VS2,62.9,58.0,6453,6.56,6.51,4.11,1.0076804915514592
16149,1.31,2,I,VS1,64.3,58.7,6455,6.84,6.87,4.41,0.9956331877729258
16150,1.45,1,F,SI2,64.4,58.0,6455,7.17,7.11,4.59,1.0084388185654007
16151,1.22,4,F,SI1,62.8,55.0,6456,6.87,6.79,4.29,1.011782032400589
16152,1.23,0,H,SI1,61.0,59.0,6458,6.91,6.86,4.2,1.0072886297376094
16153,1.04,4,H,SI1,61.6,55.0,6458,6.51,6.54,4.02,0.9954128440366972
16154,1.04,3,F,VS2,60.1,59.0,6458,6.61,6.56,3.96,1.0076219512195124
16155,1.04,4,G,VS2,62.0,57.0,6458,6.5,6.49,4.03,1.0015408320493067
16156,1.28,4,F,SI2,62.3,55.0,6458,6.96,6.91,4.32,1.0072358900144718
16157,1.36,3,F,SI2,61.4,59.0,6458,7.16,7.12,4.38,1.0056179775280898
16158,1.55,3,H,SI2,58.0,60.0,6458,7.61,7.58,4.41,1.003957783641161
16159,1.5,3,H,SI2,62.1,58.0,6458,7.31,7.21,4.51,1.013869625520111
16160,1.12,4,E,SI1,61.6,55.0,6458,6.69,6.66,4.11,1.0045045045045045
16161,1.23,0,H,VS2,61.6,59.0,6459,6.84,6.86,4.22,0.9970845481049562
16162,1.23,0,H,VS2,60.6,59.0,6459,6.89,6.94,4.19,0.9927953890489912
16163,1.22,4,I,VS1,62.3,54.0,6459,6.82,6.86,4.26,0.9941690962099126
16164,1.07,4,F,VS2,62.0,57.0,6459,6.5,6.47,4.08,1.0046367851622875
16165,1.03,4,D,SI1,59.9,57.0,6460,6.61,6.68,3.98,0.9895209580838324
16166,1.03,3,E,VS2,60.0,59.0,6460,6.6,6.54,3.94,1.0091743119266054
16167,1.02,2,E,VS2,63.2,60.0,6462,6.29,6.34,3.99,0.9921135646687698
16168,1.0,3,G,VS1,61.2,58.0,6462,6.49,6.38,3.94,1.017241379310345
16169,1.34,0,G,SI2,62.2,56.0,6463,7.0,7.08,4.38,0.9887005649717514
16170,1.34,3,G,SI2,61.7,58.0,6464,7.04,7.1,4.36,0.9915492957746479
16171,1.14,0,D,SI1,62.7,59.0,6464,6.64,6.67,4.17,0.9955022488755622
16172,1.0,2,G,VS1,63.6,59.0,6465,6.34,6.3,4.02,1.0063492063492063
16173,1.0,4,G,VS1,62.2,56.0,6465,6.41,6.35,3.97,1.0094488188976378
16174,1.0,4,G,VS1,62.7,54.0,6465,6.42,6.37,4.01,1.0078492935635792
16175,0.9,0,E,VVS2,62.0,55.0,6466,6.08,6.17,3.8,0.9854132901134522
16176,1.03,4,F,VS2,60.4,56.0,6467,6.59,6.56,3.97,1.0045731707317074
16177,1.0,0,F,VS1,62.9,56.0,6468,6.38,6.43,4.03,0.9922239502332815
16178,1.0,0,F,VS1,62.6,57.0,6468,6.35,6.42,4.0,0.9890965732087227
16179,1.2,2,H,VS2,62.6,56.0,6468,6.73,6.76,4.22,0.9955621301775149
16180,1.0,3,F,VS2,58.6,61.0,6468,6.53,6.5,3.82,1.0046153846153847
16181,1.0,3,F,VS2,62.4,60.0,6468,6.38,6.35,3.97,1.004724409448819
16182,1.25,4,E,SI1,61.1,57.0,6468,6.93,6.89,4.22,1.0058055152394776
16183,1.1,3,D,SI1,60.7,55.0,6468,6.74,6.71,4.08,1.0044709388971684
16184,1.0,3,F,VS2,62.6,60.0,6468,6.37,6.29,3.96,1.012718600953895
16185,1.22,4,I,VS1,62.3,57.0,6469,6.81,6.85,4.25,0.9941605839416058
16186,1.22,4,I,VS1,61.9,55.7,6469,6.81,6.84,4.23,0.9956140350877193
16187,1.01,3,G,VVS2,61.3,61.0,6470,6.47,6.32,3.92,1.0237341772151898
16188,1.31,4,F,SI1,62.4,56.0,6470,6.98,6.9,4.33,1.0115942028985507
16189,1.1,4,H,VS1,61.4,57.0,6470,6.65,6.64,4.08,1.0015060240963856
16190,1.01,3,G,VVS2,61.9,60.0,6470,6.45,6.41,3.98,1.0062402496099845
16191,1.07,4,G,VS2,63.0,55.0,6471,6.55,6.5,4.11,1.0076923076923077
16192,1.07,3,G,VS2,60.9,58.0,6471,6.6,6.56,4.01,1.0060975609756098
16193,1.07,4,G,VS2,62.2,57.0,6471,6.55,6.53,4.07,1.003062787136294
16194,1.07,3,G,VS2,60.5,56.0,6471,6.71,6.64,4.04,1.010542168674699
16195,1.07,3,G,VS2,62.1,58.0,6471,6.59,6.55,4.08,1.0061068702290077
16196,1.2,4,H,SI1,62.2,56.0,6471,6.8,6.77,4.23,1.0044313146233383
16197,1.27,4,H,SI1,61.5,55.0,6472,6.97,6.95,4.28,1.0028776978417266
16198,1.29,4,E,SI2,62.8,57.0,6473,6.94,6.88,4.34,1.0087209302325582
16199,1.7,2,I,I1,63.6,58.0,6474,7.52,7.48,4.77,1.0053475935828875
16200,1.26,4,H,SI1,61.7,58.0,6476,6.95,6.9,4.27,1.0072463768115942
16201,1.06,2,G,VS1,63.4,57.0,6477,6.45,6.48,4.1,0.9953703703703703
16202,1.53,4,H,I1,62.3,56.0,6477,7.38,7.34,4.59,1.005449591280654
16203,1.26,4,E,SI2,61.0,57.0,6477,7.03,6.97,4.27,1.0086083213773316
16204,1.21,4,G,VS2,61.7,56.0,6478,6.85,6.83,4.22,1.0029282576866763
16205,1.02,0,F,VS2,59.4,58.0,6479,6.52,6.62,3.9,0.984894259818731
16206,1.02,4,F,VS2,62.7,54.0,6479,6.42,6.5,4.05,0.9876923076923076
16207,1.02,0,F,VS2,61.7,58.0,6479,6.47,6.5,4.0,0.9953846153846153
16208,1.02,3,F,VS2,61.3,58.0,6479,6.42,6.54,3.97,0.981651376146789
16209,1.02,2,F,VS2,63.3,59.0,6479,6.37,6.4,4.04,0.9953124999999999
16210,1.02,4,F,VS2,62.7,56.0,6479,6.39,6.44,4.02,0.9922360248447204
16211,1.07,4,H,VS1,60.2,59.0,6479,6.66,6.69,4.02,0.9955156950672646
16212,1.03,3,G,VS1,62.1,59.0,6479,6.48,6.4,4.0,1.0125
16213,1.01,0,E,VS2,63.1,56.0,6480,6.34,6.4,4.02,0.990625
16214,1.09,4,G,VS2,62.3,57.0,6480,6.6,6.57,4.1,1.004566210045662
16215,1.33,4,H,SI2,62.7,57.0,6480,7.05,6.98,4.4,1.0100286532951288
16216,1.33,3,G,SI2,63.0,59.0,6480,7.0,6.97,4.4,1.0043041606886658
16217,1.33,0,H,SI2,62.5,58.0,6482,7.04,6.97,4.38,1.0100430416068866
16218,1.06,0,G,VS2,61.7,57.0,6483,6.5,6.57,4.03,0.989345509893455
16219,1.31,4,H,SI2,62.2,57.0,6484,6.96,7.0,4.34,0.9942857142857143
16220,1.03,3,F,VS2,62.0,58.0,6484,6.5,6.46,4.02,1.0061919504643964
16221,1.2,4,H,SI1,60.8,57.0,6485,6.9,6.88,4.19,1.002906976744186
16222,1.05,4,G,VS2,60.8,57.0,6486,6.58,6.65,4.02,0.9894736842105263
16223,1.05,4,G,VS2,61.9,56.0,6486,6.52,6.56,4.05,0.9939024390243902
16224,1.05,0,G,VS2,62.8,57.0,6486,6.45,6.49,4.06,0.9938366718027735
16225,1.03,0,G,VS1,60.6,58.0,6487,6.48,6.55,3.95,0.9893129770992367
16226,1.2,4,H,VS2,59.9,57.0,6487,6.91,6.87,4.13,1.0058224163027656
16227,1.01,3,E,VS2,62.4,60.0,6488,6.39,6.43,4.0,0.9937791601866252
16228,1.01,0,E,VS2,62.9,57.0,6488,6.37,6.43,4.02,0.9906687402799379
16229,0.94,4,G,VVS1,62.4,58.0,6488,6.22,6.27,3.9,0.9920255183413078
16230,1.24,4,H,SI1,60.9,57.0,6488,6.9,6.95,4.22,0.9928057553956835
16231,1.22,3,G,SI1,60.7,59.0,6492,6.92,6.96,4.21,0.9942528735632183
16232,1.15,4,G,VS2,61.4,57.0,6492,6.78,6.74,4.15,1.0059347181008902
16233,1.15,3,G,VS2,61.5,58.0,6492,6.76,6.71,4.14,1.007451564828614
16234,1.2,3,G,SI1,63.0,60.0,6494,6.81,6.75,4.27,1.0088888888888887
16235,1.38,0,J,VS2,62.7,56.0,6494,7.06,7.11,4.44,0.9929676511954992
16236,1.51,3,E,I1,59.0,62.0,6494,7.41,7.36,4.36,1.0067934782608696
16237,1.18,4,I,VVS1,59.7,54.0,6494,6.99,6.92,4.15,1.0101156069364163
16238,1.37,3,G,SI2,59.6,60.0,6495,7.24,7.18,4.3,1.0083565459610029
16239,1.1,0,H,VVS2,59.7,57.8,6497,6.7,6.76,4.01,0.9911242603550297
16240,1.01,0,G,VS1,62.8,59.0,6499,6.34,6.37,3.99,0.9952904238618524
16241,1.01,3,G,VS1,62.6,59.0,6499,6.38,6.46,4.02,0.9876160990712074
16242,1.01,3,G,VS1,62.6,59.0,6499,6.38,6.43,4.01,0.9922239502332815
16243,1.01,2,G,VS1,63.2,58.0,6499,6.34,6.38,4.02,0.9937304075235109
16244,1.01,3,G,VS1,62.7,58.0,6499,6.38,6.41,4.01,0.9953198127925117
16245,1.01,2,G,VS1,63.7,57.0,6499,6.32,6.37,4.04,0.9921507064364208
16246,1.01,3,G,VS1,60.8,58.0,6499,6.44,6.51,3.94,0.9892473118279571
16247,1.01,3,G,VS1,62.3,59.0,6499,6.38,6.42,3.99,0.9937694704049844
16248,1.01,4,G,VS1,61.8,57.0,6499,6.4,6.45,3.97,0.9922480620155039
16249,1.02,4,G,VS2,61.4,55.0,6499,6.48,6.51,3.99,0.9953917050691246
16250,1.2,3,H,VS2,62.8,59.0,6500,6.75,6.7,4.22,1.007462686567164
16251,1.14,0,G,VS2,61.3,57.0,6500,6.69,6.78,4.13,0.9867256637168141
16252,1.01,4,F,VS2,62.6,57.0,6501,6.39,6.43,4.01,0.9937791601866252
16253,1.01,0,E,SI1,63.4,55.0,6501,6.38,6.42,4.06,0.9937694704049844
16254,1.2,4,G,SI1,61.2,56.0,6502,6.92,6.84,4.21,1.0116959064327486
16255,1.35,4,H,VS2,61.6,55.0,6502,7.08,7.02,4.34,1.0085470085470085
16256,2.07,1,G,I1,67.7,56.0,6503,7.76,7.73,5.25,1.003880983182406
16257,1.24,4,F,SI2,61.4,58.0,6503,6.85,6.9,4.22,0.9927536231884057
16258,1.12,3,G,VS2,61.7,56.0,6503,6.72,6.61,4.11,1.0166414523449319
16259,1.01,4,G,VS1,62.0,57.0,6504,6.44,6.36,3.97,1.0125786163522013
16260,1.08,2,H,VVS1,63.1,57.0,6504,6.52,6.57,4.13,0.9923896499238964
16261,1.09,3,G,VS2,60.9,56.0,6504,6.7,6.67,4.07,1.0044977511244377
16262,1.22,3,I,VS1,59.4,60.0,6504,7.02,6.96,4.15,1.0086206896551724
16263,1.01,4,G,VS2,61.8,57.0,6504,6.43,6.41,3.97,1.0031201248049921
16264,1.09,3,G,VS2,61.7,58.0,6504,6.6,6.53,4.05,1.010719754977029
16265,1.02,3,G,VS1,60.8,58.0,6505,6.52,6.47,3.95,1.007727975270479
16266,1.21,3,H,SI1,61.6,61.0,6505,6.88,6.83,4.22,1.007320644216691
16267,1.32,3,H,VS2,61.5,59.0,6505,7.04,7.01,4.32,1.0042796005706134
16268,1.21,3,D,SI2,62.5,57.0,6505,6.79,6.71,4.22,1.0119225037257824
16269,1.21,3,D,SI2,62.5,57.0,6505,6.79,6.71,4.22,1.0119225037257824
16270,1.29,4,F,SI2,61.7,54.0,6509,7.08,6.99,4.34,1.0128755364806867
16271,1.01,2,G,VS1,64.0,60.0,6509,6.29,6.33,4.04,0.9936808846761453
16272,1.01,2,E,VS1,64.6,58.0,6509,6.22,6.29,4.04,0.9888712241653418
16273,1.29,4,I,VS2,62.7,57.0,6509,6.97,6.91,4.35,1.0086830680173662
16274,1.02,4,F,VS2,62.9,57.0,6509,6.42,6.33,4.01,1.014218009478673
16275,1.23,4,G,SI1,61.4,56.0,6509,6.94,6.91,4.25,1.0043415340086832
16276,1.51,3,H,SI2,62.9,58.0,6511,7.31,7.26,4.58,1.0068870523415978
16277,1.51,4,I,VS2,60.7,57.0,6511,7.42,7.35,4.48,1.0095238095238095
16278,1.51,2,J,SI1,64.1,61.0,6511,7.19,7.16,4.6,1.0041899441340782
16279,1.2,4,H,SI1,62.7,55.0,6512,6.76,6.73,4.23,1.0044576523031203
