,carat,cut,color,clarity,depth,table,price,x,y,z,density
14182,1.0,Very Good,D,SI1,60.5,58.0,5755,6.42,6.48,3.9,0.006163471030206924
14183,1.0,Ideal,D,SI1,62.7,56.0,5755,6.39,6.43,4.02,0.006054274610296334
14184,1.34,Premium,D,SI2,60.3,59.0,5756,7.16,7.11,4.3,0.006121441729265261
14185,1.08,Ideal,H,SI1,60.6,59.0,5756,6.61,6.65,4.02,0.006111876887784752
14186,1.01,Good,G,VS2,58.9,61.0,5756,6.46,6.55,3.83,0.006232306189624149
14187,0.9,Very Good,D,VS1,63.0,58.0,5757,6.11,6.15,3.86,0.006204958465042195
14188,0.9,Very Good,D,VS1,63.0,56.0,5757,6.13,6.18,3.88,0.006122965807889418
14189,1.07,Good,H,VS2,63.8,57.0,5758,6.54,6.47,4.15,0.0060933153085093944
14190,1.02,Very Good,G,VS2,63.5,56.0,5758,6.43,6.38,4.07,0.006109056065909959
14191,0.92,Ideal,H,IF,62.5,55.0,5758,6.25,6.3,3.92,0.0059604794298671855
14192,1.08,Premium,D,SI1,62.6,56.0,5758,6.62,6.57,4.13,0.006012434315407694
14193,1.35,Premium,E,SI2,61.5,58.0,5758,7.11,7.06,4.36,0.00616840637658598
14194,1.06,Ideal,F,SI1,62.1,57.0,5758,6.53,6.51,4.05,0.006156823053747643
14195,1.35,Very Good,J,VS1,62.1,56.0,5759,7.04,7.1,4.39,0.006152310424985199
14196,1.01,Very Good,G,VS2,60.7,61.0,5759,6.42,6.46,3.91,0.006228408236170781
14197,1.01,Very Good,G,VS2,61.9,59.0,5759,6.34,6.38,3.94,0.006337459768424954
14198,1.01,Very Good,G,VS2,61.5,56.0,5759,6.41,6.47,3.96,0.006149840860385388
14199,1.0,Very Good,F,VS2,62.7,56.0,5759,6.29,6.34,3.96,0.006332349995367253
14200,1.01,Very Good,G,VS2,61.6,61.0,5759,6.36,6.46,3.95,0.006223499292492883
14201,1.01,Premium,G,VS2,60.2,59.0,5759,6.48,6.55,3.92,0.006070423645850763
14202,1.01,Premium,G,VS2,61.2,58.0,5759,6.46,6.49,3.96,0.006083436414452934
14203,1.01,Very Good,G,VS2,59.9,60.0,5759,6.46,6.52,3.89,0.006164412021780173
14204,1.01,Very Good,G,VS2,63.0,56.0,5759,6.35,6.41,4.02,0.006172535066874529
14205,1.01,Very Good,E,SI1,61.9,56.0,5759,6.33,6.41,3.94,0.006317764198045969
14206,1.31,Premium,I,VS1,61.9,56.0,5759,7.07,6.98,4.35,0.006102491768507239
14207,1.31,Premium,I,VS1,62.8,57.0,5759,6.98,6.9,4.36,0.006238501631915831
14208,1.13,Ideal,G,SI1,61.8,55.0,5759,6.71,6.75,4.16,0.005997342062915833
14209,1.28,Good,J,VS1,59.1,62.0,5759,7.06,7.16,4.2,0.006028967682472359
14210,1.01,Very Good,E,VS2,59.3,59.0,5760,6.5,6.56,3.87,0.006120588933975207
14211,1.21,Premium,I,SI1,61.6,56.0,5760,6.89,6.85,4.23,0.006060873358326673
14212,1.22,Ideal,I,VS2,59.5,57.0,5761,6.91,6.97,4.13,0.006133367019259693
14213,1.27,Ideal,F,SI1,61.8,57.0,5761,6.96,6.89,4.28,0.006187731927886009
14214,1.27,Premium,J,VVS1,60.1,58.0,5761,7.06,6.99,4.22,0.00609830853665046
14215,1.35,Ideal,F,SI2,62.9,56.0,5761,7.05,7.03,4.43,0.006148732510528168
14216,1.05,Premium,D,SI1,60.5,60.0,5762,6.62,6.53,3.98,0.0061028831717286
14217,1.23,Ideal,J,VS2,61.7,57.0,5763,6.87,6.8,4.22,0.006239172752649975
14218,1.23,Very Good,I,SI1,60.5,58.0,5763,6.9,6.94,4.19,0.006130311279264386
14219,1.2,Ideal,I,SI1,60.3,56.0,5763,6.87,6.97,4.17,0.006009739895302218
14220,1.14,Ideal,H,SI1,62.2,54.0,5763,6.69,6.74,4.18,0.006048428557776404
14221,1.07,Premium,H,VS1,62.5,56.0,5764,6.6,6.52,4.1,0.006064686971465366
14222,1.68,Good,E,I1,64.3,60.0,5765,7.44,7.48,4.8,0.0062891725605198085
14223,1.2,Ideal,I,VS1,59.3,57.0,5765,6.95,7.04,4.15,0.005909839488759484
14224,1.38,Ideal,J,SI2,61.0,56.0,5765,7.22,7.26,4.42,0.005956388257482959
14225,1.33,Premium,I,SI2,62.3,59.0,5765,7.01,6.98,4.36,0.006234357621728129
14226,1.0,Very Good,G,VS2,59.0,62.0,5766,6.49,6.56,3.85,0.006100855437546031
14227,1.0,Good,G,VS2,59.3,61.0,5766,6.51,6.57,3.88,0.006025899944655725
14228,1.04,Premium,E,SI1,59.6,59.0,5766,6.59,6.56,3.92,0.006137026778585895
14229,1.2,Ideal,G,VS1,61.7,56.0,5766,6.84,6.77,4.2,0.006170028715313642
14230,1.56,Ideal,J,SI2,62.1,55.0,5766,7.45,7.41,4.62,0.006116572700818551
14231,1.04,Good,E,SI1,63.8,58.0,5766,6.46,6.39,4.1,0.006144918205820964
14232,1.07,Very Good,D,SI1,61.8,61.0,5767,6.54,6.57,4.05,0.006148733024827837
14233,1.07,Ideal,D,SI1,61.8,55.0,5767,6.54,6.59,4.06,0.006114973526507978
14234,0.96,Ideal,F,VS1,61.2,56.0,5767,6.34,6.38,3.89,0.006101149896431709
14235,1.02,Ideal,I,VVS2,62.1,54.0,5767,6.47,6.51,4.03,0.006009105880922815
14236,1.51,Premium,H,SI2,60.7,59.0,5767,7.42,7.37,4.49,0.006149774808686411
14237,1.23,Ideal,H,SI1,63.0,55.0,5768,6.78,6.72,4.27,0.006322346144318747
14238,1.03,Good,H,SI2,63.8,63.0,5768,6.36,6.3,4.04,0.006362945369110137
14239,1.09,Ideal,F,SI1,62.0,56.0,5768,6.61,6.56,4.08,0.006161139412408629
14240,1.23,Premium,J,VVS2,61.2,57.0,5768,6.92,6.86,4.22,0.006139916292674215
14241,1.11,Good,F,SI1,63.1,56.0,5769,6.59,6.63,4.17,0.006092393986952036
14242,1.1,Very Good,F,SI1,58.9,63.0,5769,6.73,6.78,3.98,0.0060571015518007835
14243,1.05,Very Good,E,SI1,60.7,56.0,5770,6.54,6.6,3.99,0.0060966985158197136
14244,1.13,Fair,H,SI1,65.3,59.0,5771,6.52,6.44,4.23,0.00636216038337455
14245,0.9,Good,G,IF,63.1,58.0,5771,6.09,6.18,3.87,0.0061791078678209745
14246,1.09,Very Good,E,SI1,62.8,56.0,5771,6.53,6.6,4.12,0.006138640001766126
14247,1.29,Very Good,I,SI1,63.6,57.0,5771,6.88,6.92,4.39,0.006172067362766141
14248,1.29,Ideal,J,VS2,62.1,59.0,5771,6.92,6.96,4.31,0.0062143699819685
14249,1.22,Premium,H,VS1,62.2,58.0,5773,6.84,6.76,4.23,0.0062375877117313355
14250,1.02,Ideal,F,SI1,62.3,56.0,5773,6.41,6.44,4.0,0.0061772657241693394
14251,1.1,Premium,E,SI1,62.9,58.0,5773,6.62,6.55,4.14,0.006127637349041477
14252,1.22,Ideal,H,VS1,62.7,55.0,5773,6.82,6.73,4.25,0.00625419562970138
14253,1.03,Premium,F,VS2,62.6,58.0,5774,6.45,6.4,4.02,0.006206853330247985
14254,1.0,Premium,D,SI1,60.3,59.0,5775,6.44,6.47,3.89,0.006169646066901223
14255,1.0,Ideal,D,SI1,60.6,56.0,5775,6.5,6.54,3.95,0.005955411831616686
14256,1.0,Ideal,D,SI1,60.5,57.0,5775,6.48,6.52,3.93,0.006022611485283917
14257,1.0,Premium,D,SI1,62.5,59.0,5775,6.32,6.38,3.97,0.006247003312510988
14258,1.25,Very Good,H,SI2,62.8,55.0,5775,6.82,6.87,4.3,0.006204409379438945
14259,1.0,Premium,D,SI1,61.4,58.0,5775,6.37,6.43,3.93,0.006212366145951727
14260,1.08,Premium,H,VS2,62.9,55.0,5775,6.59,6.54,4.13,0.006067510560754945
14261,1.24,Premium,E,SI1,58.5,60.0,5775,7.08,7.01,4.11,0.006078950228830315
14262,1.04,Premium,H,VS2,60.4,59.0,5777,6.66,6.51,3.98,0.006026914764149324
14263,1.01,Very Good,E,VS2,61.7,56.0,5777,6.41,6.45,3.97,0.006153371317911704
14264,1.01,Ideal,H,VS1,62.6,57.0,5777,6.37,6.4,4.0,0.006193583202511774
14265,1.02,Very Good,D,SI1,63.3,60.0,5778,6.33,6.38,4.02,0.006282749292654824
14266,1.34,Ideal,I,SI2,61.3,55.0,5778,7.16,7.12,4.38,0.006001194076395094
14267,1.34,Premium,J,VS2,62.6,58.0,5778,7.08,7.01,4.41,0.006122304602856426
14268,1.01,Very Good,G,VS2,62.9,60.0,5779,6.28,6.35,3.97,0.006379659472726829
14269,1.13,Premium,H,VS2,62.4,58.0,5779,6.61,6.66,4.14,0.006200153100984076
14270,0.92,Very Good,D,SI1,60.8,58.0,5779,6.24,6.27,3.8,0.006188025578607296
14271,1.2,Good,H,SI1,63.7,58.0,5779,6.72,6.68,4.27,0.006260480043592976
14272,1.2,Premium,H,SI2,61.4,58.0,5779,6.81,6.77,4.17,0.0062417936992619225
14273,0.92,Ideal,D,SI1,62.3,56.0,5779,6.2,6.23,3.87,0.0061545616473674325
14274,1.29,Ideal,J,VS1,62.0,57.0,5779,6.98,6.92,4.31,0.006196563764255123
14275,1.2,Premium,E,SI2,60.4,58.0,5779,6.95,6.89,4.18,0.005995162203859596
14276,1.11,Very Good,H,SI1,61.9,58.0,5780,6.63,6.65,4.11,0.006125562610161828
14277,1.01,Premium,D,SI1,60.0,59.0,5780,6.51,6.45,3.89,0.006183453073453208
14278,1.01,Premium,D,SI1,61.2,60.0,5780,6.47,6.41,3.94,0.00618105832668176
14279,1.11,Premium,H,VS2,62.6,58.0,5781,6.63,6.59,4.14,0.006136541769466182
14280,1.16,Premium,F,VS2,60.5,59.0,5781,6.86,6.8,4.13,0.006021087092740935
14281,1.24,Very Good,J,VS1,62.1,58.0,5783,6.85,6.96,4.29,0.00606267910571963
14282,1.24,Very Good,J,VS1,62.4,59.4,5783,6.81,6.89,4.27,0.006189099664833801
14283,1.24,Very Good,I,VS2,60.1,59.0,5783,6.95,7.02,4.2,0.006051324996169121
14284,1.06,Premium,H,VS2,62.6,58.0,5783,6.49,6.54,4.08,0.0061210123683254755
14285,1.06,Premium,H,VS2,62.0,58.0,5783,6.5,6.57,4.05,0.006128752957773761
14286,1.06,Very Good,H,VS2,62.5,57.0,5783,6.47,6.49,4.05,0.006233067995744932
14287,1.09,Very Good,G,VS2,59.9,56.0,5783,6.59,6.73,3.99,0.006159608695995411
14288,1.0,Good,E,SI1,61.6,62.0,5784,6.35,6.42,3.93,0.006241639713705974
14289,1.01,Fair,F,VS2,65.1,59.0,5784,6.17,6.21,4.03,0.006540930934174266
14290,1.33,Very Good,J,VS2,62.7,59.0,5785,6.97,7.01,4.38,0.006214793951590569
14291,1.01,Good,F,VS1,64.0,56.0,5786,6.37,6.32,4.06,0.006179293586093932
14292,1.23,Premium,G,VS1,62.2,58.0,5786,6.78,6.74,4.27,0.006303585473267355
14293,1.34,Very Good,J,SI2,62.3,61.0,5787,6.97,7.05,4.37,0.0062402424902348935
14294,1.01,Premium,G,VS2,62.4,59.0,5787,6.45,6.41,4.01,0.0060919910553888955
14295,1.21,Good,E,SI2,64.0,62.0,5787,6.65,6.59,4.24,0.006511970940033681
14296,1.3,Premium,F,SI2,61.6,58.0,5788,7.07,6.92,4.33,0.006136630124890997
14297,1.23,Very Good,I,VS2,59.7,58.0,5789,6.94,7.02,4.17,0.006054419008205835
14298,1.01,Very Good,F,SI1,62.3,55.0,5789,6.38,6.42,3.99,0.006180061135367545
14299,1.08,Ideal,H,VS1,61.9,57.0,5791,6.58,6.64,4.09,0.006043749764405681
14300,1.03,Premium,G,SI1,59.5,60.0,5791,6.6,6.54,3.91,0.006102935547549453
14301,1.26,Ideal,G,VS2,61.5,57.0,5792,6.94,6.89,4.25,0.006200160367639985
14302,1.16,Ideal,D,SI2,62.1,54.0,5793,6.74,6.79,4.2,0.006035024367971668
14303,1.21,Premium,H,SI1,62.8,59.0,5793,6.72,6.68,4.21,0.006402617229064099
14304,1.22,Premium,F,SI2,62.5,57.0,5794,6.78,6.73,4.22,0.006335816952805663
14305,0.9,Very Good,D,VS1,59.1,60.0,5795,6.24,6.28,3.7,0.006207211621224359
14306,0.91,Ideal,G,VS1,62.1,57.0,5795,6.17,6.2,3.84,0.006194885937853995
14307,1.28,Ideal,J,VS2,62.8,57.0,5795,6.93,6.87,4.33,0.006209149285281076
14308,1.04,Ideal,F,SI1,60.9,56.0,5795,6.61,6.56,4.01,0.005981135865549955
14309,1.38,Ideal,I,SI2,61.8,57.0,5796,7.14,7.1,4.4,0.006186853742777521
14310,1.24,Ideal,H,SI2,62.0,56.0,5797,6.87,6.9,4.27,0.0061261550210682915
14311,1.24,Ideal,I,SI1,62.1,56.0,5797,6.84,6.88,4.26,0.006185396526217462
14312,1.01,Fair,D,VS2,59.1,68.0,5797,6.56,6.44,3.84,0.006225875656466192
14313,1.0,Ideal,F,SI2,62.4,57.0,5798,6.37,6.42,3.99,0.0061284781764218
14314,1.06,Ideal,E,SI1,61.6,56.0,5798,6.55,6.59,4.05,0.006063510409288384
14315,1.16,Very Good,H,SI2,62.8,59.0,5799,6.7,6.64,4.19,0.006223018387088051
14316,1.09,Premium,D,SI1,61.6,58.0,5799,6.61,6.57,4.06,0.006182065971809258
14317,1.35,Premium,G,SI1,62.4,58.0,5799,7.07,6.97,4.38,0.006254714143301394
14318,1.32,Premium,J,VS2,60.4,58.0,5800,7.11,7.14,4.3,0.006046967899121184
14319,1.03,Very Good,E,VS2,61.3,61.0,5800,6.46,6.53,3.98,0.006134913636259565
14320,1.18,Premium,H,SI1,61.8,58.0,5801,6.79,6.74,4.18,0.006168450084075974
14321,1.51,Fair,J,SI2,65.1,59.0,5801,7.13,7.09,4.63,0.00645149241840051
14322,1.14,Premium,G,SI1,60.0,55.0,5801,6.85,6.79,4.09,0.0059926815165489864
14323,1.19,Premium,H,SI1,62.7,56.0,5802,6.76,6.7,4.22,0.00622605584489566
14324,1.11,Premium,E,SI1,61.3,58.0,5802,6.61,6.66,4.07,0.006195165045391973
14325,1.02,Very Good,D,SI1,64.2,58.0,5803,6.32,6.35,4.07,0.006244748594992789
14326,1.0,Very Good,F,SI1,61.0,60.0,5804,6.38,6.43,3.91,0.006234355896959414
14327,1.03,Ideal,D,SI1,61.2,55.0,5804,6.51,6.57,4.0,0.006020476634705535
14328,1.03,Ideal,D,SI1,61.6,55.0,5804,6.49,6.53,4.01,0.00606087007132179
14329,1.03,Ideal,D,SI1,61.0,57.0,5804,6.48,6.53,3.97,0.006131384205582859
14330,1.0,Ideal,D,SI1,61.9,57.0,5804,6.39,6.41,3.96,0.006165182349694519
14331,1.16,Ideal,D,SI1,62.0,56.0,5805,6.73,6.76,4.18,0.0060998611208860805
14332,1.08,Very Good,E,SI2,63.0,56.0,5805,6.5,6.52,4.1,0.00621554115493963
14333,1.04,Ideal,H,VS2,60.7,56.0,5805,6.56,6.61,4.0,0.005996088705213829
14334,0.92,Ideal,F,VS2,61.2,56.0,5805,6.25,6.3,3.84,0.006084656084656085
14335,1.1,Premium,H,VS2,61.2,58.0,5805,6.75,6.64,4.1,0.005986003635136754
14336,1.0,Premium,G,VS2,63.0,59.0,5806,6.4,6.36,4.02,0.006111345786789323
14337,1.0,Premium,G,VS2,62.9,56.0,5806,6.42,6.27,3.99,0.006226221050048943
14338,1.0,Very Good,G,VS2,63.4,57.0,5806,6.31,6.27,3.99,0.006334760561222537
14339,1.0,Very Good,G,VS2,63.1,61.0,5806,6.38,6.33,4.01,0.006174918624143658
14340,1.0,Premium,G,VS2,62.1,57.0,5806,6.43,6.39,3.98,0.0061151215913043365
14341,1.02,Ideal,E,SI1,61.9,55.0,5806,6.49,6.46,4.01,0.006067064113295546
14342,1.22,Ideal,I,SI1,60.2,58.0,5807,6.96,6.9,4.17,0.006092077861948323
14343,1.22,Ideal,I,SI1,60.2,57.0,5807,6.99,6.93,4.19,0.006010843176791121
14344,1.22,Ideal,H,SI2,61.1,57.0,5807,6.9,5.92,4.22,0.0070774462903043164
14345,1.22,Ideal,H,SI2,61.7,56.0,5807,6.91,6.83,4.24,0.006096705584170537
14346,1.22,Ideal,I,SI1,62.6,57.0,5807,6.8,6.77,4.25,0.006235529227765484
14347,1.5,Very Good,G,I1,60.3,61.0,5808,7.34,7.39,4.44,0.006228275153437295
14348,1.32,Ideal,J,VS1,62.5,57.0,5808,7.0,7.04,4.39,0.006101529450048813
14349,1.14,Premium,H,VS1,62.0,62.0,5809,6.74,6.65,4.15,0.00612879666184875
14350,1.24,Good,E,SI2,58.5,57.0,5809,7.03,7.1,4.13,0.006015309253112523
14351,1.14,Premium,D,SI1,60.5,59.0,5809,6.79,6.73,4.09,0.006099534678805433
14352,1.25,Ideal,H,SI2,61.2,57.0,5810,6.93,6.89,4.23,0.006188953064371236
14353,1.01,Very Good,D,SI1,61.8,58.0,5812,6.33,6.38,3.93,0.006363622880316598
14354,1.01,Ideal,D,SI1,61.4,59.0,5812,6.4,6.44,3.94,0.00621955497052054
14355,1.06,Premium,G,VS2,62.3,59.0,5813,6.52,6.49,4.05,0.006185268394550569
14356,1.13,Ideal,I,VS1,61.6,54.0,5813,6.72,6.74,4.15,0.0060117536700426116
14357,1.07,Premium,F,SI1,61.7,56.0,5813,6.66,6.5,4.06,0.006087937122419881
14358,1.02,Very Good,E,SI1,62.6,58.0,5814,6.4,6.45,4.02,0.00614659261830383
14359,1.21,Ideal,H,SI2,62.0,54.5,5814,6.81,6.87,4.25,0.006085448498182978
14360,1.03,Premium,G,VS2,62.2,56.0,5814,6.51,6.48,4.04,0.006043657787864466
14361,1.01,Very Good,D,SI1,61.6,59.0,5815,6.42,6.47,3.97,0.006124795014935949
14362,1.29,Premium,J,VS2,60.5,58.0,5815,7.07,6.99,4.25,0.006141920499980895
14363,1.18,Very Good,H,SI1,63.3,55.0,5815,6.75,6.72,4.26,0.006106598438366826
14364,1.02,Good,G,VS2,63.6,57.0,5816,6.38,6.41,4.07,0.006128117083276293
14365,1.02,Ideal,G,VS2,62.6,57.0,5816,6.41,6.43,4.02,0.0061560922082666844
14366,1.02,Ideal,G,VS2,62.0,57.0,5816,6.38,6.46,3.98,0.006218188782553255
14367,1.09,Ideal,F,SI1,62.0,56.0,5816,6.56,6.61,4.08,0.006161139412408629
14368,1.09,Ideal,F,SI1,62.0,56.0,5816,6.59,6.61,4.09,0.006118096402463335
14369,1.2,Very Good,I,SI1,62.4,59.0,5816,6.73,6.79,4.22,0.006222772969896289
14370,0.3,Ideal,H,VVS2,61.3,57.0,605,4.31,4.33,2.65,0.006066109063181458
14371,0.3,Good,H,VVS2,63.6,55.0,605,4.24,4.28,2.71,0.006100175619989315
14372,0.3,Ideal,F,VS2,62.7,57.0,605,4.27,4.31,2.69,0.006059877283849076
14373,0.3,Premium,G,VS1,60.0,60.0,605,4.3,4.33,2.59,0.006221070725072014
14374,0.3,Very Good,H,VVS2,61.0,61.0,605,4.3,4.32,2.63,0.006140635285564103
14375,0.3,Ideal,H,VVS2,61.5,56.0,605,4.33,4.35,2.67,0.005965307560818547
14376,0.3,Premium,F,VS2,60.7,58.0,605,4.32,4.35,2.63,0.006070053270787505
14377,0.3,Ideal,G,VS1,61.8,54.0,605,4.29,4.32,2.66,0.006085532401321874
14378,0.3,Ideal,H,VVS2,62.2,57.0,605,4.26,4.29,2.66,0.006171244125284155
14379,0.3,Very Good,G,VS1,62.2,59.0,605,4.24,4.28,2.65,0.00623829280383813
14380,0.3,Premium,F,VS2,61.4,60.0,605,4.27,4.3,2.63,0.006212539680008649
14381,0.3,Premium,F,VS2,62.2,58.0,605,4.28,4.31,2.67,0.0060910049744019425
14382,0.3,Very Good,G,VS1,62.8,58.0,605,4.26,4.28,2.68,0.0061395012563875365
14383,0.3,Very Good,G,VS1,62.8,59.0,605,4.23,4.27,2.67,0.006220735715215714
14384,0.3,Ideal,H,VVS2,61.7,54.0,605,4.31,4.34,2.67,0.00600679753235952
14385,0.3,Premium,H,VVS2,62.4,58.0,605,4.26,4.3,2.67,0.006133832872682486
14386,0.3,Ideal,F,VS2,61.8,56.0,605,4.3,4.31,2.66,0.0060854667289277535
14387,0.3,Very Good,G,VS1,60.3,62.0,605,4.3,4.33,2.6,0.006197143529975583
14388,0.3,Good,H,VVS2,63.7,55.0,605,4.24,4.27,2.71,0.006114461745563062
14389,0.3,Good,G,VS1,63.1,58.0,605,4.24,4.28,2.69,0.006145530085565443
14390,0.3,Very Good,H,VVS2,62.8,57.0,605,4.22,4.25,2.66,0.0062883721710185695
14391,0.3,Very Good,G,VS1,62.8,57.0,605,4.25,4.29,2.68,0.006139602276564523
14392,0.3,Very Good,G,VS1,62.9,58.0,605,4.27,4.32,2.7,0.006023457753876697
14393,0.3,Very Good,G,VS1,62.5,55.0,605,4.25,4.32,2.68,0.0060969661496439375
14394,0.3,Very Good,G,VS1,62.9,60.0,605,4.26,4.29,2.69,0.006102419841359053
14395,0.3,Good,H,VVS2,63.4,57.0,605,4.21,4.24,2.68,0.006271024655327762
14396,0.3,Ideal,H,VVS2,61.5,57.0,605,4.31,4.34,2.66,0.006029379477969893
14397,0.3,Very Good,G,VS1,62.8,57.0,605,4.24,4.26,2.67,0.006220632394465727
14398,0.3,Good,G,VS1,63.6,55.0,605,4.26,4.29,2.72,0.006035113740167593
14399,0.3,Premium,F,VS2,62.2,60.0,605,4.22,4.27,2.64,0.006306334485963109
14400,1.01,Good,F,VS2,63.1,59.0,5817,6.31,6.37,4.0,0.006281922741057901
14401,0.95,Good,G,VVS2,57.7,59.7,5817,6.5,6.58,3.77,0.00589173228712706
14402,1.06,Premium,D,SI1,59.4,57.0,5817,6.72,6.65,3.97,0.00597481469055871
14403,1.08,Premium,H,VS1,58.6,60.0,5818,6.84,6.78,3.99,0.005836668989660925
14404,1.12,Ideal,H,SI1,60.9,57.0,5818,6.7,6.73,4.09,0.006073021906962498
14405,1.2,Good,I,VS1,61.7,62.0,5818,6.65,6.74,4.13,0.00648260638375744
14406,1.2,Good,I,VS1,59.6,61.0,5818,6.84,6.89,4.09,0.006225620082655069
14407,1.14,Very Good,F,SI1,61.0,60.0,5819,6.67,6.74,4.09,0.006200058865751876
14408,1.0,Good,E,VS2,63.7,56.0,5819,6.37,6.34,4.05,0.0061138712182726
14409,1.07,Very Good,H,VS2,61.3,58.0,5820,6.59,6.62,4.05,0.006055992803895804
14410,1.07,Ideal,H,VS2,62.0,57.0,5820,6.55,6.58,4.07,0.006099892408159422
14411,1.23,Ideal,I,SI2,61.8,55.0,5820,6.87,6.91,4.26,0.006082200434494598
14412,1.31,Ideal,I,SI2,61.0,59.0,5820,7.05,7.01,4.29,0.006178838849491717
14413,1.05,Very Good,D,SI1,60.5,56.0,5821,6.59,6.7,4.0,0.0059452358843113725
14414,1.08,Good,D,SI1,63.8,59.0,5821,6.39,6.47,4.1,0.00637139836796631
14415,1.05,Premium,G,VS2,61.9,59.0,5821,6.56,6.52,4.05,0.006061538120493681
14416,1.05,Premium,D,SI1,58.6,60.0,5821,6.73,6.66,3.92,0.005976046094916823
14417,1.05,Premium,E,SI1,61.8,56.0,5821,6.57,6.5,4.04,0.006085961599321155
14418,1.1,Premium,F,SI1,59.5,59.0,5821,6.77,6.7,4.01,0.006047624825587875
14419,1.2,Premium,H,SI1,59.3,60.0,5822,7.0,6.92,4.13,0.005998284490635678
14420,1.2,Premium,H,SI1,60.8,60.0,5822,6.87,6.79,4.15,0.0061987859212864205
14421,1.2,Ideal,H,SI1,61.7,55.0,5822,6.86,6.82,4.22,0.006077994527616847
14422,1.2,Premium,H,SI1,62.2,59.0,5822,6.79,6.71,4.2,0.006271041303272888
14423,1.19,Ideal,E,SI2,60.2,57.0,5822,6.87,6.84,4.13,0.006131744793030529
14424,1.01,Good,E,SI1,64.0,60.0,5823,6.38,6.28,4.05,0.006224235670022331
14425,1.3,Premium,H,VS2,62.7,58.0,5824,7.01,6.97,4.38,0.00607461062937424
14426,1.0,Ideal,G,VS2,62.3,56.0,5824,6.38,6.36,3.97,0.006207713983501485
14427,0.91,Very Good,D,VS2,59.6,58.0,5825,6.32,6.34,3.77,0.006024121270036227
14428,1.19,Good,F,SI1,57.6,60.0,5825,6.98,7.02,4.03,0.006026281026814276
14429,1.21,Very Good,H,SI1,62.4,58.0,5826,6.83,6.79,4.25,0.006139117735213509
14430,1.01,Premium,H,VS1,62.1,62.0,5826,6.36,6.32,3.94,0.006377507206456854
14431,1.03,Premium,G,VS2,63.0,59.0,5826,6.45,6.4,4.05,0.006160876638912815
14432,1.2,Ideal,G,SI2,61.1,57.0,5826,6.86,6.83,4.18,0.006127173029997965
14433,0.9,Ideal,F,VS2,60.8,57.0,5828,6.22,6.24,3.79,0.006118265584282943
14434,1.01,Ideal,H,SI2,59.1,59.0,5828,6.58,6.61,3.9,0.005954282195953423
14435,1.13,Ideal,D,SI1,61.8,56.0,5829,6.68,6.74,4.15,0.006047752195012925
14436,1.01,Good,E,VS2,65.6,55.0,5829,6.16,6.22,4.06,0.006492683658349793
14437,1.0,Good,F,VS1,64.8,59.0,5829,6.17,6.23,4.02,0.006471437127962742
14438,1.15,Very Good,H,VS2,60.3,59.0,5831,6.75,6.79,4.08,0.00614984443567423
14439,1.14,Ideal,H,VS2,61.6,56.0,5831,6.68,6.72,4.13,0.00614906472078327
14440,1.16,Good,J,VVS2,61.6,57.0,5831,6.79,6.85,4.2,0.005938111567902049
14441,1.37,Ideal,J,VS2,63.0,57.0,5831,7.11,7.05,4.46,0.006128116186220121
14442,1.17,Premium,H,SI1,58.5,62.0,5831,6.95,6.9,4.05,0.00602416617430693
14443,1.27,Premium,H,VS2,58.9,61.0,5832,7.09,7.03,4.16,0.006125038602211788
14444,1.3,Very Good,J,VS2,61.6,56.0,5832,7.02,7.07,4.34,0.006035275460835529
14445,1.22,Premium,I,VS2,62.3,59.0,5832,6.79,6.83,4.24,0.006204452958264862
14446,1.01,Ideal,D,SI1,62.0,57.0,5832,6.37,6.44,3.97,0.006201625936147715
14447,1.01,Very Good,D,SI1,62.5,61.0,5832,6.34,6.4,3.98,0.006254161184471252
14448,1.01,Very Good,D,SI1,62.8,60.0,5832,6.36,6.42,4.01,0.006168575113871896
14449,1.31,Premium,I,VS2,60.4,59.0,5832,7.16,7.05,4.29,0.006049393901527505
14450,1.33,Premium,I,SI2,62.4,58.0,5832,7.04,7.02,4.39,0.00613023819174161
14451,1.2,Ideal,H,VS2,63.0,56.0,5833,6.74,6.65,4.22,0.006344351745241286
14452,1.2,Very Good,H,VS2,63.2,55.0,5833,6.74,6.67,4.24,0.006295491747995325
14453,1.05,Ideal,H,VS2,61.7,57.0,5833,6.55,6.52,4.03,0.006100920379037982
14454,1.0,Fair,F,VS1,65.3,56.0,5833,6.28,6.25,4.09,0.006229268216716241
14455,1.5,Good,H,SI2,57.3,62.0,5833,7.55,7.5,4.31,0.006146187059203148
14456,1.23,Good,I,VS1,63.6,59.0,5834,6.76,6.85,4.33,0.006134510973243658
14457,1.37,Very Good,I,SI2,62.2,59.0,5834,7.07,7.17,4.43,0.006100680365241232
14458,1.06,Ideal,F,SI1,61.9,57.0,5834,6.57,6.54,4.06,0.006076265106483566
14459,1.24,Very Good,I,VS2,62.7,55.0,5836,6.82,6.87,4.29,0.00616912089718759
14460,1.03,Ideal,D,SI2,60.7,58.0,5836,6.51,6.53,3.96,0.006118540920694752
14461,1.08,Premium,F,SI1,61.3,57.0,5836,6.63,6.58,4.05,0.006112646913648166
14462,1.17,Ideal,F,SI1,62.2,56.0,5837,6.71,6.73,4.18,0.006198291481745231
14463,1.03,Ideal,E,SI1,60.3,55.0,5837,6.62,6.57,3.98,0.005950189450565976
