,carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
12480,1.06,61.7,60.0,6.48,6.52,4.01,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5255
12481,1.02,63.3,60.0,6.42,6.38,4.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5255
12482,1.02,61.1,58.0,6.52,6.48,3.97,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5255
12483,1.02,64.8,59.0,6.33,6.23,4.07,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5255
12484,1.08,61.8,56.0,6.55,6.58,4.06,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5256
12485,1.08,61.6,57.0,6.58,6.62,4.07,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5256
12486,1.08,58.2,63.0,6.69,6.78,3.92,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5256
12487,1.2,63.6,59.0,6.67,6.72,4.26,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5257
12488,1.2,62.9,56.0,6.74,6.77,4.25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5257
12489,1.0,59.6,60.0,6.58,6.51,3.9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5257
12490,1.15,60.0,59.0,6.78,6.82,4.08,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5257
12491,1.2,63.2,58.0,6.71,6.75,4.25,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5257
12492,1.02,61.2,56.0,6.49,6.51,3.98,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5257
12493,1.02,60.2,58.0,6.56,6.53,3.94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5257
12494,1.06,61.8,56.4,6.51,6.56,4.04,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5258
12495,1.09,61.2,60.0,6.64,6.6,4.05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5258
12496,1.09,62.1,56.0,6.59,6.56,4.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5258
12497,0.91,61.8,58.0,6.16,6.24,3.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5259
12498,0.91,61.9,59.0,6.17,6.23,3.84,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5259
12499,0.91,62.0,58.0,6.15,6.2,3.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5259
12500,1.25,62.0,57.0,6.85,6.92,4.27,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5259
12501,1.25,61.8,56.0,6.92,6.94,4.28,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5259
12502,1.25,61.6,57.0,6.91,6.98,4.28,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5259
12503,0.92,60.2,56.0,6.28,6.32,3.79,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5259
12504,1.01,61.9,57.0,6.42,6.35,3.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5260
12505,1.01,63.2,58.0,6.34,6.26,3.98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5260
12506,1.16,62.2,55.7,6.68,6.74,4.18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5260
12507,1.01,61.6,59.0,6.41,6.39,3.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5260
12508,1.01,61.3,59.0,6.45,6.41,3.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5260
12509,1.01,63.1,59.0,6.34,6.3,3.99,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5260
12510,1.01,62.7,56.0,6.4,6.35,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5260
12511,1.01,60.6,60.0,6.51,6.49,3.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5260
12512,1.22,61.9,56.0,6.87,6.83,4.24,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5261
12513,0.91,62.6,55.0,6.2,6.23,3.89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5261
12514,1.09,61.9,57.0,6.58,6.63,4.09,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5262
12515,1.11,61.2,55.0,6.68,6.72,4.1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5262
12516,1.01,61.8,57.0,6.39,6.49,3.98,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5262
12517,1.1,61.6,56.0,6.63,6.66,4.09,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5263
12518,1.07,62.7,57.0,6.48,6.53,4.08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5264
12519,1.07,61.9,56.0,6.55,6.61,4.07,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5264
12520,1.25,62.0,59.0,6.9,6.87,4.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5264
12521,1.24,61.8,57.6,6.84,6.88,4.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5265
12522,1.04,62.9,58.0,6.41,6.47,4.05,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5265
12523,1.21,62.2,57.0,6.84,6.76,4.23,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5266
12524,1.03,62.0,58.0,6.45,6.51,4.02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5266
12525,1.12,62.2,60.0,6.59,6.65,4.12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5266
12526,1.12,61.6,59.0,6.63,6.67,4.1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5266
12527,1.02,62.3,56.0,6.49,6.45,4.03,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5266
12528,1.21,60.9,60.0,6.87,6.9,4.19,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,5267
12529,1.09,61.3,57.0,6.64,6.67,4.08,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5267
12530,1.1,62.0,58.0,6.68,6.6,4.12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5267
12531,1.2,58.2,59.0,6.98,6.9,4.04,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5268
12532,1.5,65.5,60.0,7.07,7.03,4.62,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5268
12533,1.2,61.3,56.0,6.8,6.71,4.14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5268
12534,1.5,62.6,56.0,7.24,7.11,4.51,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5268
12535,1.3,63.6,59.0,6.9,6.87,4.38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5269
12536,1.23,62.4,58.0,6.86,6.82,4.27,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5269
12537,1.23,62.1,56.0,6.88,6.84,4.26,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5269
12538,1.23,62.5,60.0,6.82,6.75,4.24,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5269
12539,1.15,62.4,57.0,6.68,6.71,4.18,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5270
12540,1.01,58.5,64.0,6.4,6.45,3.76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5271
12541,0.95,57.7,58.0,6.47,6.52,3.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5272
12542,1.1,61.8,55.4,6.62,6.65,4.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5273
12543,1.34,62.5,57.0,7.0,7.08,4.4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5273
12544,1.14,63.0,59.0,6.68,6.62,4.19,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5273
12545,1.01,62.9,61.0,6.35,6.33,3.99,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5273
12546,1.01,61.6,57.0,6.4,6.32,3.92,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5273
12547,1.01,60.0,56.0,6.55,6.49,3.91,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5274
12548,1.21,62.6,54.2,6.79,6.81,4.26,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5275
12549,1.21,61.8,59.0,6.85,6.81,4.22,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5276
12550,1.06,61.2,55.0,6.57,6.61,4.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5277
12551,1.12,61.8,56.0,6.65,6.68,4.12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5277
12552,1.01,59.8,61.0,6.45,6.49,3.87,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5277
12553,1.69,60.2,61.0,7.79,7.7,4.66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5277
12554,1.24,60.4,59.0,6.99,6.92,4.2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5277
12555,1.52,59.9,55.0,7.54,7.45,4.49,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5277
12556,1.02,60.4,55.0,6.54,6.48,3.93,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5278
12557,1.06,63.0,55.0,6.49,6.44,4.08,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5278
12558,1.1,61.6,57.0,6.63,6.61,4.08,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5278
12559,1.02,61.5,58.0,6.51,6.46,3.99,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5278
12560,1.02,63.2,61.0,6.37,6.31,4.01,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5278
12561,1.2,59.2,60.0,6.92,6.9,4.09,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5278
12562,1.02,62.6,58.0,6.47,6.44,4.05,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5278
12563,1.01,63.8,57.0,6.27,6.34,4.02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5279
12564,1.01,61.8,60.0,6.36,6.4,3.94,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5279
12565,0.9,62.5,58.0,6.12,6.17,3.84,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5279
12566,1.2,63.5,60.7,6.71,6.75,4.27,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5280
12567,1.13,62.0,58.0,6.64,6.68,4.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5280
12568,1.13,60.9,60.0,6.67,6.76,4.09,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5280
12569,1.2,62.1,59.0,6.75,6.8,4.21,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5280
12570,1.2,62.5,58.0,6.76,6.81,4.24,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5280
12571,1.2,62.0,58.0,6.76,6.91,4.24,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5280
12572,1.2,62.3,58.0,6.76,6.81,4.23,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5280
12573,1.2,62.6,58.2,6.71,6.74,4.21,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5280
12574,1.07,62.4,60.0,6.49,6.52,4.06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5280
12575,1.07,61.5,55.0,6.58,6.62,4.06,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5281
12576,1.07,61.0,56.0,6.6,6.68,4.05,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5281
12577,1.11,60.1,60.0,6.73,6.68,4.03,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5281
12578,1.31,62.0,58.0,7.01,6.98,4.34,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5282
12579,1.23,58.9,58.0,6.99,6.97,4.11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5283
12580,1.04,59.8,59.0,6.61,6.56,3.94,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5284
12581,1.37,61.9,59.0,7.1,7.05,4.38,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5284
12582,1.11,62.2,57.0,6.67,6.61,4.13,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5284
12583,1.04,63.5,56.0,6.37,6.41,4.06,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5285
12584,1.04,62.0,58.0,6.42,6.48,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5285
12585,1.27,61.8,54.0,6.95,6.98,4.31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5285
12586,1.21,60.0,60.0,6.96,6.91,4.16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5285
12587,1.21,62.0,56.0,6.89,6.83,4.25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5285
12588,1.0,60.9,59.0,6.46,6.41,3.92,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5286
12589,1.08,63.4,57.0,6.54,6.51,4.14,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5286
12590,1.09,60.9,59.0,6.59,6.64,4.03,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5287
12591,1.09,62.7,58.0,6.51,6.56,4.1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5287
12592,1.02,60.9,57.0,6.52,6.56,3.98,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5287
12593,1.0,60.9,58.0,6.43,6.46,3.93,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5287
12594,0.99,61.1,56.0,6.44,6.47,3.94,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5287
12595,0.75,60.6,57.0,5.88,5.94,3.59,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5288
12596,1.33,60.7,62.0,7.12,7.07,4.31,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5288
12597,1.01,60.9,55.0,6.5,6.48,3.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5288
12598,1.01,62.9,59.0,6.38,6.31,3.99,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5288
12599,1.23,63.6,57.0,6.74,6.79,4.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5290
12600,1.21,63.4,57.0,6.72,6.79,4.28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5290
12601,1.21,61.5,61.0,6.77,6.82,4.18,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5290
12602,1.21,62.7,57.0,6.74,6.81,4.25,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5290
12603,1.04,60.1,62.0,6.54,6.6,3.95,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5290
12604,1.28,61.9,56.0,7.13,7.0,4.37,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5290
12605,1.02,61.3,56.0,6.43,6.53,3.97,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5291
12606,1.14,62.3,59.0,6.69,6.64,4.15,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5291
12607,1.12,62.3,56.0,6.7,6.65,4.16,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5291
12608,1.12,62.0,56.0,6.68,6.61,4.12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5291
12609,1.12,61.9,59.0,6.66,6.52,4.08,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5291
12610,1.1,60.8,58.0,6.68,6.63,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5291
12611,1.5,68.9,56.0,7.0,6.9,4.79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5292
12612,1.0,58.6,58.0,6.56,6.52,3.83,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12613,1.0,62.2,58.0,6.45,6.37,3.99,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5292
12614,1.0,62.7,59.0,6.36,6.31,3.97,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5292
12615,1.0,60.5,56.0,6.48,6.45,3.91,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12616,1.04,62.4,56.0,6.5,6.45,4.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5292
12617,1.0,64.8,59.0,6.29,6.24,4.06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12618,1.05,63.2,58.0,6.46,6.39,4.06,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5292
12619,1.25,63.3,56.0,6.87,6.83,4.34,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5292
12620,1.26,60.5,62.0,6.97,6.92,4.2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5292
12621,1.0,62.6,60.0,6.32,6.3,3.95,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12622,1.0,62.0,57.0,6.43,6.37,3.97,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12623,1.0,61.6,60.0,6.41,6.31,3.9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12624,1.0,62.3,59.0,6.43,6.37,3.99,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12625,1.0,60.3,58.0,6.47,6.43,3.89,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12626,1.0,61.6,61.0,6.37,6.3,3.9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12627,1.0,60.7,60.0,6.4,6.36,3.87,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12628,1.0,62.7,59.0,6.4,6.36,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12629,1.0,61.2,58.0,6.44,6.4,3.93,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12630,1.0,61.9,56.0,6.41,6.36,3.95,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5292
12631,1.06,58.5,58.3,6.66,6.79,3.94,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5293
12632,1.25,59.7,59.0,6.97,7.03,4.18,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5293
12633,1.06,60.1,58.0,6.6,6.64,3.98,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5293
12634,1.06,57.5,62.0,6.71,6.83,3.9,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5293
12635,1.01,61.2,61.0,6.44,6.41,3.93,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5294
12636,1.01,63.1,55.0,6.38,6.36,4.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5294
12637,1.01,61.2,61.0,6.44,6.41,3.93,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5294
12638,1.01,68.9,60.0,6.06,6.02,4.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5294
12639,1.01,61.3,56.0,6.49,6.44,3.96,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5294
12640,1.01,62.7,58.0,6.39,6.37,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5294
12641,1.01,63.1,59.0,6.32,6.23,3.96,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,5294
12642,1.15,61.9,55.0,6.74,6.77,4.18,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5296
12643,1.22,62.3,57.0,6.85,6.8,4.25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5296
12644,1.22,62.1,58.0,6.82,6.84,4.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5297
12645,1.0,62.3,55.0,6.34,6.41,3.97,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5299
12646,1.0,63.2,57.0,6.36,6.39,4.03,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5299
12647,1.0,60.5,59.0,6.4,6.45,3.89,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5299
12648,1.11,61.7,57.0,6.65,6.69,4.12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5299
12649,1.25,62.2,59.0,6.86,6.88,4.27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5299
12650,1.04,62.2,60.0,6.48,6.44,4.02,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5300
12651,1.02,62.3,58.0,6.38,6.46,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5301
12652,1.02,63.2,59.0,6.35,6.38,4.02,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5301
12653,1.02,62.8,55.0,6.4,6.43,4.03,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5301
12654,1.26,62.0,56.0,6.9,6.93,4.29,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5301
12655,1.01,59.5,60.0,6.54,6.46,3.87,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5301
12656,1.16,61.5,54.0,6.78,6.75,4.16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5301
12657,1.07,62.0,57.0,6.56,6.5,4.05,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5302
12658,1.02,62.2,60.0,6.4,6.43,3.99,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5302
12659,0.91,62.4,59.0,6.15,6.16,3.84,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5302
12660,1.16,61.5,57.0,6.78,6.75,4.16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5302
12661,1.01,61.5,59.0,6.48,6.49,3.99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5303
12662,1.07,62.2,57.0,6.59,6.56,4.09,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5303
12663,1.07,61.7,58.0,6.54,6.56,4.04,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5304
12664,1.23,60.1,60.0,6.95,6.9,4.16,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5304
12665,1.01,64.0,54.0,6.3,6.38,4.06,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5305
12666,0.9,62.5,58.0,6.14,6.18,3.85,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5305
12667,1.09,60.2,60.0,6.66,6.7,4.02,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5305
12668,1.01,58.3,58.0,6.65,6.59,3.86,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5305
12669,1.24,62.8,57.0,6.83,6.79,4.28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5305
12670,1.09,60.1,59.0,6.74,6.67,4.03,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5306
12671,1.01,62.7,57.0,6.41,6.39,4.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5306
12672,1.15,62.5,58.0,6.65,6.69,4.17,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5306
12673,1.09,62.0,56.0,6.62,6.58,4.09,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5306
12674,1.26,63.2,57.0,6.86,6.81,4.32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5306
12675,1.27,62.0,55.0,6.9,6.95,4.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5308
12676,1.21,62.7,59.0,6.66,6.74,4.2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5308
12677,1.01,63.9,59.0,6.29,6.32,4.03,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5309
12678,1.2,62.1,60.0,6.72,6.78,4.19,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5310
12679,1.66,60.0,59.0,7.63,7.56,4.56,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5310
12680,1.36,62.6,58.0,7.12,7.0,4.42,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5310
12681,1.04,60.7,62.0,6.57,6.51,3.97,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5311
12682,1.01,62.0,61.0,6.42,6.38,3.97,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5311
12683,0.28,62.0,57.0,4.17,4.2,2.59,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,598
12684,0.26,61.7,60.0,4.11,4.12,2.54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,599
12685,0.38,57.5,60.0,4.83,4.88,2.79,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,599
12686,0.4,62.6,57.0,4.68,4.71,2.94,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,599
12687,0.4,62.2,54.0,4.75,4.8,2.97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,599
12688,0.27,61.8,56.0,4.15,4.17,2.57,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,599
12689,0.36,62.0,55.0,4.58,4.63,2.86,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,599
12690,0.38,62.0,53.0,4.68,4.71,2.91,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,599
12691,0.3,64.6,56.0,4.27,4.25,2.75,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,599
12692,0.26,62.2,56.0,4.12,4.15,2.57,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,599
12693,0.26,63.1,59.0,4.04,4.08,2.56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,599
12694,0.26,62.5,56.0,4.1,4.12,2.57,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,599
12695,0.26,62.9,58.0,4.06,4.08,2.56,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,599
