,carat,cut,color,clarity,depth,table,price,x,y,z,x/y,density
12607,1.21,2,I,VS2,63.4,57.0,5290,6.72,6.79,4.28,0.9896907216494845,0.006195873666934738
12608,1.21,3,F,SI2,61.5,61.0,5290,6.77,6.82,4.18,0.9926686217008797,0.006269545307496119
12609,1.21,3,F,SI2,62.7,57.0,5290,6.74,6.81,4.25,0.9897209985315714,0.006202823617584133
12611,1.28,4,J,SI1,61.9,56.0,5290,7.13,7.0,4.37,1.0185714285714285,0.00586868720676623
12613,1.2,4,I,VS1,62.3,59.0,5291,6.69,6.64,4.15,1.0075301204819278,0.006183901416894549
12614,1.2,5,H,SI1,62.3,56.0,5291,6.7,6.65,4.16,1.0075187969924813,0.006042661187987189
12615,1.2,4,H,SI1,62.0,56.0,5291,6.68,6.61,4.12,1.010590015128593,0.006156627596414768
12616,1.2,4,H,SI1,61.9,59.0,5291,6.66,6.52,4.08,1.021472392638037,0.0063217313307533446
12617,1.2,5,I,VS1,60.8,58.0,5291,6.68,6.63,4.04,1.0075414781297134,0.006147822629012842
12618,1.5,1,H,I1,68.9,56.0,5292,7.0,6.9,4.79,1.0144927536231882,0.006483486559732361
12623,1.2,4,D,SI2,62.4,56.0,5292,6.5,6.45,4.04,1.0077519379844961,0.0061401488986107915
12624,1.2,1,F,SI1,64.8,59.0,5292,6.29,6.24,4.06,1.0080128205128205,0.006275361244935281
12625,1.2,3,H,VS2,63.2,58.0,5292,6.46,6.39,4.06,1.0109546165884193,0.006265127149502476
12626,1.25,5,I,SI2,63.3,56.0,5292,6.87,6.83,4.34,1.005856515373353,0.006138225552132652
12627,1.26,4,I,SI1,60.5,62.0,5292,6.97,6.92,4.2,1.0072254335260116,0.006219885388245246
12639,1.25,4,I,SI1,59.7,59.0,5293,6.97,7.03,4.18,0.9914651493598862,0.006103031733255447
12643,1.2,3,G,VS2,63.1,55.0,5294,6.38,6.36,4.02,1.0031446540880502,0.006191808646678087
12645,1.2,1,G,VS2,68.9,60.0,5294,6.06,6.02,4.17,1.0066445182724253,0.00663920690689973
12649,1.2,5,H,SI1,61.9,55.0,5296,6.74,6.77,4.18,0.9955686853766619,0.006029384683362198
12650,1.22,5,G,SI2,62.3,57.0,5296,6.85,6.8,4.25,1.0073529411764706,0.006162705528755082
12651,1.22,5,J,VS2,62.1,58.0,5297,6.82,6.84,4.24,0.9970760233918129,0.006168129706586316
12653,1.2,2,E,SI1,63.2,57.0,5299,6.36,6.39,4.03,0.995305164319249,0.00610572134664957
12655,1.2,5,G,SI2,61.7,57.0,5299,6.65,6.69,4.12,0.9940209267563528,0.006055890302621022
12656,1.25,4,J,VS2,62.2,59.0,5299,6.86,6.88,4.27,0.9970930232558141,0.0062025401476033856
12657,1.2,4,F,SI1,62.2,60.0,5300,6.48,6.44,4.02,1.0062111801242235,0.0061993536649243616
12659,1.2,2,F,SI1,63.2,59.0,5301,6.35,6.38,4.02,0.9952978056426331,0.0062629611059063055
12660,1.2,3,F,SI1,62.8,55.0,5301,6.4,6.43,4.03,0.995334370139969,0.006150411571070779
12661,1.26,5,J,SI1,62.0,56.0,5301,6.9,6.93,4.29,0.9956709956709958,0.00614229863241721
12663,1.2,5,G,SI2,61.5,54.0,5301,6.78,6.75,4.16,1.0044444444444445,0.006093000193295178
12664,1.2,5,I,VS1,62.0,57.0,5302,6.56,6.5,4.05,1.0092307692307692,0.00619600213096148
12667,1.2,5,I,VS2,61.5,57.0,5302,6.78,6.75,4.16,1.0044444444444445,0.006093000193295178
12669,1.2,5,G,SI1,62.2,57.0,5303,6.59,6.56,4.09,1.0045731707317074,0.006051613955261584
12670,1.2,3,E,SI2,61.7,58.0,5304,6.54,6.56,4.04,0.9969512195121952,0.006173348930328254
12671,1.23,4,J,VS1,60.1,60.0,5304,6.95,6.9,4.16,1.0072463768115942,0.006165636053030485
12672,1.2,3,H,VS1,64.0,54.0,5305,6.3,6.38,4.06,0.9874608150470219,0.006189194230641489
12674,1.2,3,G,SI1,60.2,60.0,5305,6.66,6.7,4.02,0.9940298507462687,0.006076470767938802
12676,1.24,4,H,VS2,62.8,57.0,5305,6.83,6.79,4.28,1.0058910162002945,0.006247229177526685
12677,1.2,4,I,VS2,60.1,59.0,5306,6.74,6.67,4.03,1.0104947526236883,0.006016386406644996
12678,1.2,5,H,VS2,62.7,57.0,5306,6.41,6.39,4.01,1.0031298904538342,0.00614919284933621
12679,1.2,5,H,SI2,62.5,58.0,5306,6.65,6.69,4.17,0.9940209267563528,0.006198891320201871
12680,1.2,5,F,SI2,62.0,56.0,5306,6.62,6.58,4.09,1.006079027355623,0.006118138538500413
12681,1.26,5,J,VS2,63.2,57.0,5306,6.86,6.81,4.32,1.0073421439060206,0.006243319647976664
12682,1.27,5,F,SI2,62.0,55.0,5308,6.9,6.95,4.3,0.9928057553956835,0.0061588747202440276
12683,1.21,3,G,SI2,62.7,59.0,5308,6.66,6.74,4.2,0.9881305637982196,0.006418033124264577
12684,1.2,2,F,SI1,63.9,59.0,5309,6.29,6.32,4.03,0.995253164556962,0.0063044703113879
12685,1.2,2,G,SI2,62.1,60.0,5310,6.72,6.78,4.19,0.991150442477876,0.006285911411896162
12686,1.66,4,I,SI2,60.0,59.0,5310,7.63,7.56,4.56,1.0092592592592593,0.006310981570230611
12687,1.36,4,J,SI2,62.6,58.0,5310,7.12,7.0,4.42,1.0171428571428571,0.006173601679219657
12720,1.24,4,D,SI2,61.0,59.0,5311,6.93,6.97,4.24,0.994261119081779,0.006054660774348926
12721,1.2,5,G,SI1,61.9,56.0,5311,6.46,6.5,4.01,0.9938461538461538,0.006176509191417741
12723,1.2,4,H,VS2,62.5,56.0,5312,6.45,6.42,4.02,1.0046728971962617,0.006127444354695408
12728,1.5,2,F,I1,60.6,62.0,5313,7.22,7.24,4.38,0.9972375690607734,0.006551509646023507
12730,1.2,5,F,SI2,61.4,56.0,5313,6.57,6.63,4.05,0.9909502262443439,0.0060652660606899025
12731,1.2,2,H,SI1,64.2,58.6,5314,6.61,6.66,4.26,0.9924924924924925,0.006185469951424224
12732,1.23,5,I,SI2,61.2,58.0,5315,6.86,6.9,4.21,0.9942028985507246,0.0061723395485279876
12733,1.2,2,D,SI2,61.7,63.0,5315,6.67,6.72,4.13,0.9925595238095238,0.00637436383848892
12734,1.2,4,H,SI1,62.8,61.0,5315,6.63,6.56,4.14,1.0106707317073171,0.006164605222680204
12735,1.2,4,H,SI1,61.5,59.0,5315,6.69,6.64,4.1,1.0075301204819278,0.006094596036997165
12736,1.2,5,H,SI1,61.0,56.0,5315,6.74,6.7,4.1,1.0059701492537314,0.005995210313058001
12737,1.2,5,H,SI1,60.2,54.0,5315,6.82,6.7,4.07,1.017910447761194,0.005968557638361113
12738,1.2,4,I,VS1,62.2,58.0,5316,6.68,6.63,4.14,1.0075414781297134,0.0061629424387284635
12739,1.2,4,I,VS1,61.7,54.0,5316,6.74,6.71,4.15,1.0044709388971684,0.006020713064483807
12740,1.2,4,E,SI2,60.4,59.0,5316,6.75,6.7,4.06,1.007462686567164,0.0061542315788327105
12743,1.2,5,H,SI1,62.3,55.0,5318,6.84,6.8,4.25,1.0058823529411764,0.006019951840385277
12744,1.2,5,J,VS2,61.8,55.0,5318,6.84,6.86,4.23,0.9970845481049562,0.00604589584638491
12745,1.33,4,G,SI2,59.2,62.0,5318,7.22,7.16,4.26,1.0083798882681563,0.006039372567858391
12746,1.28,2,I,VS2,58.2,64.0,5319,7.09,7.03,4.11,1.0085348506401137,0.0062483678274723314
12747,1.2,5,E,SI2,62.2,55.0,5319,6.54,6.51,4.06,1.0046082949308757,0.006132267549861295
12748,1.25,4,H,SI1,59.4,62.0,5320,7.07,7.0,4.18,1.01,0.006042494689855666
12749,1.2,3,D,SI2,61.1,58.0,5320,6.61,6.69,4.06,0.9880418535127056,0.006126875766687992
12750,1.2,3,D,SI1,63.2,59.0,5320,6.29,6.4,4.01,0.9828125,0.006194767453385614
12752,1.2,3,G,SI2,62.9,54.0,5321,6.76,6.79,4.26,0.9955817378497791,0.006136986624192173
12753,1.22,5,H,SI2,62.3,55.3,5321,6.8,6.87,4.26,0.9898107714701601,0.006130340280114342
12757,1.2,3,I,VS1,63.1,58.0,5322,6.7,6.62,4.2,1.0120845921450152,0.006441680247875856
12760,1.21,4,H,SI2,62.7,59.0,5324,6.75,6.78,4.24,0.995575221238938,0.0062357119740099635
12761,1.21,3,H,SI2,62.6,61.0,5324,6.7,6.75,4.21,0.9925925925925926,0.006355133805766627
12762,1.21,3,I,SI1,62.1,56.0,5324,6.76,6.92,4.25,0.976878612716763,0.006086163986407232
12763,1.21,5,J,VS1,62.3,55.0,5324,6.81,6.86,4.26,0.9927113702623905,0.006080013500242869
12765,1.2,5,E,SI2,62.2,55.0,5325,6.54,6.58,4.08,0.9939209726443768,0.006094245883661553
12766,1.2,5,H,SI1,60.6,59.0,5325,6.75,6.71,4.08,1.0059612518628913,0.0060067080317803565
12767,1.2,4,G,SI1,62.2,58.0,5326,6.64,6.7,4.15,0.9910447761194029,0.006174671713287243
12768,1.2,4,H,VS2,62.1,59.0,5327,6.52,6.56,4.06,0.9939024390243902,0.006161781713619369
12769,1.33,3,J,SI1,64.0,53.0,5327,6.93,7.01,4.46,0.9885877318116976,0.006138546212623604
12770,1.2,5,F,SI1,62.7,57.0,5327,6.52,6.49,4.08,1.0046224961479198,0.006255633545542959
12771,1.51,4,J,SI2,59.7,62.0,5327,7.46,7.42,4.44,1.005390835579515,0.006144000529148994
12773,1.2,5,I,SI1,61.9,55.0,5329,6.65,6.66,4.12,0.9984984984984985,0.006083169087767963
12774,1.2,4,D,SI2,61.2,60.0,5329,6.67,6.63,4.07,1.0060331825037707,0.0062227771902346385
12775,1.2,4,G,SI1,59.8,58.0,5329,6.79,6.76,4.05,1.0044378698224852,0.0060248540290834774
12776,1.22,5,I,SI1,62.1,56.0,5329,6.83,6.79,4.23,1.0058910162002945,0.006219120695754849
12777,1.22,3,F,SI1,63.5,56.0,5329,6.79,6.75,4.3,1.005925925925926,0.006190387393935703
12778,1.27,3,F,SI2,61.0,61.0,5330,6.95,7.01,4.26,0.9914407988587732,0.006119152818228832
12782,1.2,5,E,SI1,62.2,57.0,5330,6.48,6.42,4.01,1.0093457943925235,0.006174230206568882
12786,1.2,1,D,SI1,65.5,60.0,5331,6.18,6.12,4.03,1.0098039215686274,0.00656077368002351
12788,1.2,5,I,SI1,63.7,57.0,5331,6.73,6.69,4.28,1.0059790732436473,0.006175356160812417
12789,1.2,5,H,SI2,63.6,56.0,5331,6.68,6.54,4.19,1.0214067278287462,0.006118567970144535
12790,1.25,4,I,VS1,59.4,60.0,5331,7.1,7.03,4.2,1.0099573257467993,0.005962756148078609
12791,1.2,4,F,SI2,62.5,59.0,5332,6.74,6.68,4.2,1.0089820359281438,0.006345934667333413
12792,1.27,1,H,SI2,65.2,54.0,5334,6.78,6.71,4.41,1.0104321907600597,0.006330134203131654
12796,1.2,3,H,SI1,62.5,58.0,5335,6.61,6.64,4.14,0.9954819277108434,0.006108760504096238
12797,1.34,3,J,SI2,62.7,56.0,5335,7.05,7.08,4.43,0.9957627118644068,0.006060084745310467
12799,1.2,5,G,SI1,62.5,57.0,5337,6.4,6.49,4.03,0.9861325115562404,0.00615329176018077
12802,1.2,4,H,SI1,61.4,59.0,5338,6.73,6.68,4.12,1.00748502994012,0.006100840918316283
12805,1.2,5,J,VS1,61.6,56.0,5339,6.71,6.73,4.14,0.9970282317979197,0.006097712244273581
12807,1.21,5,J,SI1,61.9,54.0,5341,6.85,6.88,4.25,0.9956395348837209,0.006041119554255244
12810,1.2,5,G,SI1,62.0,57.0,5342,6.54,6.5,4.04,1.0061538461538462,0.006172106272024521
12811,1.2,5,H,SI1,61.9,57.0,5342,6.54,6.57,4.06,0.9954337899543378,0.006018941850762022
12812,1.2,5,F,SI1,59.7,57.0,5342,6.82,6.79,4.06,1.004418262150221,0.006010329213495553
12821,1.21,3,I,SI1,62.8,57.0,5346,6.73,6.8,4.25,0.9897058823529412,0.006221175647953438
12823,1.2,4,G,VS2,61.0,59.0,5346,6.7,6.67,4.08,1.0044977511244377,0.006087825270858865
12824,1.2,5,H,VS2,60.5,57.0,5347,6.73,6.7,4.06,1.0044776119402985,0.006008648302125325
12825,1.2,5,G,SI1,61.9,55.0,5347,6.57,6.62,4.08,0.9924471299093656,0.00602976318155822
12827,1.2,5,F,SI2,61.9,56.0,5347,6.48,6.5,4.02,0.996923076923077,0.006201187793227595
12829,1.2,1,E,VS2,66.6,57.0,5350,6.09,6.14,4.07,0.99185667752443,0.006702241903859337
12832,1.2,4,D,SI1,61.6,61.0,5351,6.55,6.5,4.02,1.0076923076923077,0.006134915557269438
12833,1.5,4,J,SI2,61.3,59.0,5351,7.38,7.33,4.51,1.0068212824010914,0.006148290520696019
12834,1.2,3,H,SI2,62.0,58.0,5352,6.73,6.79,4.19,0.9911634756995582,0.006267327430301273
12835,1.2,3,I,SI1,63.8,57.0,5352,6.64,6.72,4.26,0.9880952380952381,0.006312978271233829
12836,1.2,5,I,VVS2,61.8,54.0,5352,6.55,6.57,4.05,0.9969558599695585,0.006024591521936614
12837,1.2,5,G,SI1,61.8,56.0,5352,6.58,6.55,4.06,1.0045801526717557,0.006172065528591123
12838,1.2,5,D,SI2,61.6,57.0,5352,6.62,6.58,4.07,1.006079027355623,0.006091797568303321
12839,1.2,3,G,VS2,61.4,63.0,5353,6.51,6.55,4.01,0.9938931297709923,0.006082283766551306
12841,1.21,4,I,SI1,61.6,58.0,5353,6.89,6.84,4.23,1.0073099415204678,0.006069734284289138
12842,1.2,5,F,SI2,61.8,56.0,5354,6.56,6.51,4.04,1.0076804915514592,0.006143836818210314
12843,1.25,5,I,SI2,62.0,57.0,5355,6.92,6.85,4.27,1.0102189781021897,0.006175689777612918
12844,1.25,5,G,SI2,61.6,57.0,5355,6.98,6.91,4.28,1.0101302460202606,0.0060552596993343625
12846,1.2,5,F,SI1,62.8,56.0,5356,6.38,6.46,4.03,0.9876160990712074,0.006201246313238654
12847,1.22,2,J,VS1,58.5,61.0,5356,6.94,7.0,4.08,0.9914285714285714,0.00615519983209422
12849,1.2,5,I,VS2,61.8,54.2,5357,6.57,6.6,4.07,0.9954545454545456,0.006119557800753317
12850,1.34,5,G,SI2,62.0,55.0,5358,7.06,7.03,4.37,1.0042674253200568,0.006178219520678423
12851,1.34,5,J,SI2,62.0,56.0,5358,7.09,7.03,4.38,1.0085348506401137,0.006138031708943552
12852,1.2,5,H,SI1,61.6,56.0,5358,6.65,6.69,4.11,0.9940209267563528,0.006070624828904771
12853,1.2,5,H,SI1,61.9,57.0,5358,6.63,6.58,4.09,1.0075987841945289,0.006108910576903882
12855,1.2,5,E,SI2,61.2,55.0,5358,6.72,6.68,4.1,1.0059880239520957,0.006031056354190575
12856,1.2,5,E,SI2,61.6,56.0,5359,6.66,6.63,4.09,1.004524886877828,0.006090902107010262
12857,1.2,3,G,SI1,61.1,59.0,5361,6.69,6.73,4.1,0.9940564635958395,0.0060672652782271805
12858,1.2,5,G,SI2,62.1,58.0,5361,6.61,6.63,4.11,0.9969834087481146,0.006107111868903759
12859,1.2,5,G,SI1,61.9,56.0,5361,6.51,6.55,4.04,0.9938931297709923,0.006095167507393438
12860,1.2,5,G,SI1,62.3,55.0,5361,6.47,6.54,4.05,0.9892966360856269,0.006127061603052888
12862,1.24,5,J,VS2,61.8,58.0,5361,6.88,6.84,4.24,1.0058479532163742,0.006214572924926035
12863,1.25,3,H,SI2,62.7,57.0,5362,6.82,6.86,4.29,0.9941690962099126,0.0062279372830572775
12864,1.2,5,I,VS2,61.0,57.0,5362,6.55,6.59,4.01,0.9939301972685888,0.006123994303645375
12865,1.2,5,H,SI1,62.0,57.0,5363,6.69,6.64,4.13,1.0075301204819278,0.006104832799313085
12866,1.2,4,H,SI1,62.2,60.0,5363,6.65,6.59,4.12,1.0091047040971168,0.006203170905887817
12867,1.2,4,H,SI1,61.6,59.0,5363,6.67,6.63,4.1,1.0060331825037707,0.006177244674208533
12868,1.26,5,I,SI2,62.0,56.0,5363,7.0,6.94,4.32,1.0086455331412103,0.0060038424591738705
12869,1.21,3,G,SI2,59.3,59.0,5364,6.97,7.0,4.14,0.9957142857142857,0.005990377770054647
12870,1.2,5,D,SI2,62.4,57.0,5364,6.55,6.6,4.1,0.9924242424242424,0.006149749214355435
12871,1.2,4,H,VS2,63.0,59.0,5364,6.47,6.36,4.04,1.0172955974842766,0.0061957582419465
12872,1.2,5,H,VS2,62.3,56.0,5364,6.46,6.44,4.02,1.0031055900621118,0.00615875299195808
12875,1.2,4,H,VS2,62.6,56.0,5364,6.43,6.38,4.01,1.0078369905956113,0.006261252245342805
12876,1.2,5,F,SI1,62.6,57.0,5366,6.42,6.46,4.03,0.9938080495356038,0.006162609264558039
12878,1.2,4,F,SI1,61.9,60.0,5366,6.72,6.66,4.14,1.009009009009009,0.0063145443580226186
12879,1.2,4,G,SI1,63.0,58.0,5366,6.7,6.66,4.21,1.006006006006006,0.006174856389342155
12880,1.2,3,H,SI1,62.9,59.0,5367,6.62,6.64,4.17,0.996987951807229,0.006219317488170857
12881,1.2,3,H,SI1,60.4,58.0,5367,6.67,6.73,4.05,0.9910846953937592,0.00588556087923789
12883,1.22,4,I,SI1,62.1,59.0,5368,6.8,6.86,4.24,0.9912536443148687,0.006168235488265386
12884,1.22,4,I,SI1,61.2,59.0,5368,6.86,6.9,4.21,0.9942028985507246,0.006122157926182231
12886,1.2,3,J,VS1,62.1,59.0,5370,6.64,6.71,4.14,0.9895678092399404,0.006126148257038174
12887,1.2,4,H,VS2,62.7,59.0,5370,6.43,6.49,4.05,0.9907550077041601,0.006212674583921652
12889,1.2,5,H,SI1,62.0,57.0,5370,6.66,6.7,4.14,0.9940298507462687,0.005954472750925272
12890,1.37,4,J,VS1,60.0,62.0,5370,7.24,7.21,4.33,1.0041608876560333,0.0060612031447539365
12891,1.27,3,I,SI2,59.7,57.0,5371,6.99,7.04,4.19,0.9928977272727273,0.006159420627242029
12893,1.2,3,G,SI1,60.5,60.0,5372,6.86,6.77,4.12,1.0132939438700148,0.006062447473596263
12895,1.2,3,D,SI2,63.1,57.0,5373,6.68,6.75,4.24,0.9896296296296296,0.0062767546667670945
12897,1.2,5,I,VS1,62.0,53.0,5373,6.61,6.62,4.1,0.9984894259818732,0.0059640389631222855
12898,1.2,5,I,SI2,61.1,57.0,5373,6.86,6.89,4.2,0.995645863570392,0.006044893002371411
12900,1.2,5,H,VS2,61.2,55.0,5373,6.61,6.57,4.03,1.0060882800608828,0.006056671094378929
12901,1.2,5,H,SI2,61.4,56.0,5373,6.83,6.76,4.17,1.0103550295857988,0.006076904441082791
12902,1.23,4,H,SI2,61.2,57.0,5373,6.89,6.86,4.21,1.0043731778425655,0.00618129795135604
12903,1.2,3,F,SI1,61.4,63.0,5374,6.7,6.68,4.11,1.0029940119760479,0.006088705038990545
12904,1.2,3,H,SI2,61.7,59.0,5375,6.67,6.71,4.13,0.9940387481371088,0.006059260399858926
12905,1.2,3,H,SI1,61.8,53.0,5375,6.62,6.63,4.09,0.9984917043740573,0.006016292320146033
12907,1.2,5,E,SI1,62.9,56.0,5375,6.41,6.38,4.02,1.0047021943573669,0.006143510607312422
12908,1.2,4,I,VVS2,63.0,60.0,5376,6.71,6.63,4.2,1.0120663650075414,0.0064223786499582065
12909,1.2,3,J,VS1,63.1,59.0,5376,6.75,6.65,4.23,1.0150375939849623,0.0063199764580876925
12910,1.2,5,H,SI1,62.1,55.0,5376,6.6,6.64,4.11,0.9939759036144579,0.006051634096660919
12911,1.2,1,E,VS2,65.0,58.0,5376,6.21,6.16,4.02,1.0081168831168832,0.006502818529640941
12912,1.2,4,D,SI2,62.0,58.0,5376,6.68,6.64,4.13,1.0060240963855422,0.006168560804235341
12913,1.2,4,G,SI1,60.9,60.0,5376,6.76,6.67,4.09,1.0134932533733134,0.006127489921797394
12914,1.2,4,H,SI2,62.2,58.0,5376,6.79,6.74,4.21,1.0074183976261126,0.006228299372302646
12915,1.2,5,I,SI1,63.5,61.0,5376,6.75,6.71,4.27,1.0059612518628913,0.006204789865096235
12916,1.2,5,I,SI1,62.6,58.0,5376,6.74,6.71,4.21,1.0044709388971684,0.006302556294774214
12917,1.28,4,H,SI2,60.2,60.0,5376,6.97,6.93,4.31,1.0057720057720059,0.006148464739642709
12918,1.2,4,H,SI2,62.5,58.0,5376,6.81,6.76,4.24,1.0073964497041419,0.0061478262024287356
12919,1.2,4,H,SI2,62.3,58.0,5376,6.81,6.76,4.23,1.0073964497041419,0.006162360070519583
12920,1.2,4,H,SI2,62.0,58.0,5376,6.91,6.76,4.24,1.022189349112426,0.006058856213971011
12923,1.2,5,I,SI2,62.0,55.0,5378,6.68,6.7,4.15,0.9970149253731343,0.006083858178266735
12924,1.2,5,I,SI1,61.5,56.0,5378,6.77,6.82,4.18,0.9926686217008797,0.006114102035409439
12926,1.2,5,F,SI1,61.3,57.0,5378,6.58,6.51,4.01,1.010752688172043,0.005996336133831889
12927,1.2,2,E,SI1,64.3,59.0,5379,6.23,6.28,4.02,0.9920382165605096,0.0064216647691601
12928,1.2,3,E,SI1,63.5,56.0,5381,6.41,6.37,4.06,1.0062794348508635,0.006273499155508595
12929,1.24,4,D,SI2,59.9,59.0,5382,7.01,6.95,4.18,1.0086330935251797,0.006088952425688878
12930,1.31,3,J,SI1,62.5,55.0,5382,6.97,7.05,4.38,0.9886524822695035,0.006086607405412611
12931,1.2,5,H,SI1,62.3,56.0,5382,6.69,6.77,4.19,0.9881831610044315,0.006007254645263787
12934,1.2,3,F,SI1,60.1,61.0,5384,6.64,6.74,4.06,0.9851632047477744,0.0061089837416057075
12935,1.2,5,H,SI1,62.3,56.0,5384,6.66,6.69,4.16,0.9955156950672646,0.006096558787141744
12937,1.2,4,F,SI1,60.9,59.0,5384,6.64,6.59,4.03,1.007587253414264,0.006181131141101229
12938,1.2,4,G,SI1,63.0,59.0,5384,6.68,6.63,4.19,1.0075414781297134,0.006197175945843709
12939,1.2,4,F,SI1,62.7,58.0,5384,6.56,6.51,4.1,1.0076804915514592,0.006225264568032891
12941,1.2,5,G,SI2,62.2,56.0,5385,6.74,6.84,4.22,0.9853801169590644,0.006168119752317919
12943,1.2,1,D,SI1,66.0,57.0,5385,6.29,6.22,4.13,1.0112540192926045,0.006250723552195343
12944,1.2,1,D,SI1,65.0,57.0,5385,6.3,6.22,4.07,1.0128617363344052,0.0063328037604564935
12947,1.2,5,H,SI1,62.7,56.0,5386,6.65,6.59,4.15,1.0091047040971168,0.00610334362883093
12948,1.23,2,J,VS2,63.6,57.0,5386,6.79,6.74,4.3,1.0074183976261126,0.006250388108448604
12953,1.3,5,H,VS2,62.9,56.0,5387,7.0,6.96,4.39,1.0057471264367817,0.006078151942577361
12954,1.21,4,F,SI2,61.5,61.0,5387,6.82,6.77,4.18,1.0073855243722305,0.006269545307496119
12955,1.21,3,I,VS2,63.4,57.0,5387,6.79,6.72,4.28,1.0104166666666667,0.006195873666934738
12958,1.21,5,I,VS2,62.3,58.0,5387,6.79,6.75,4.22,1.005925925925926,0.006256037916760055
12959,1.2,5,H,SI2,60.9,59.0,5388,6.72,6.78,4.11,0.991150442477876,0.006194656088073825
12960,1.21,5,J,SI1,62.7,55.2,5390,6.79,6.84,4.27,0.9926900584795322,0.006101429806035245
12965,1.2,3,J,SI1,60.0,57.0,5390,6.93,6.89,4.15,1.0058055152394776,0.006005461790867565
12967,1.25,4,I,SI1,59.7,59.0,5390,7.03,6.97,4.18,1.0086083213773316,0.006103031733255447
12968,1.2,5,I,VS2,61.2,54.0,5392,6.74,6.77,4.13,0.9955686853766619,0.0059431871425683685
12969,1.2,5,J,VS1,61.5,57.0,5392,6.7,6.73,4.13,0.9955423476968797,0.0061215997802238275
12973,1.2,3,E,SI2,61.7,54.9,5393,6.46,6.52,4.01,0.99079754601227,0.006098355509164373
12974,1.2,3,D,SI1,61.8,57.0,5393,6.49,6.53,4.02,0.9938744257274119,0.006045793280099596
12975,1.2,5,E,SI2,61.4,57.0,5393,6.62,6.57,4.05,1.0076103500761036,0.006074428094014208
12976,1.2,4,D,SI2,62.5,56.0,5393,6.61,6.47,4.09,1.0216383307573416,0.00606005850712071
12979,1.25,5,I,SI2,61.4,55.0,5395,6.92,6.99,4.27,0.9899856938483548,0.006051999281351714
12980,1.2,5,H,SI1,62.5,56.0,5395,6.65,6.63,4.15,1.0030165912518854,0.006066521042834967
12981,1.2,4,H,VS2,60.9,57.0,5395,6.77,6.69,4.1,1.0119581464872944,0.005977565389314796
12982,1.2,4,H,VS2,62.0,59.0,5395,6.66,6.59,4.11,1.0106221547799696,0.006153490198105463
12983,1.2,5,G,SI2,61.7,57.0,5395,6.69,6.65,4.12,1.006015037593985,0.006055890302621022
12984,1.25,4,J,VS2,62.2,59.0,5396,6.88,6.86,4.27,1.0029154518950436,0.0062025401476033856
12986,1.2,3,E,SI1,63.2,57.0,5396,6.39,6.36,4.03,1.0047169811320753,0.00610572134664957
12989,1.22,3,E,SI1,63.4,56.0,5397,6.79,6.76,4.29,1.0044378698224852,0.0061956384777100935
12991,1.2,3,F,SI1,63.2,59.0,5398,6.38,6.35,4.02,1.004724409448819,0.0062629611059063055
12992,1.26,4,I,SI2,62.2,58.0,5398,6.98,6.92,4.32,1.0086705202312138,0.006038447311614246
12994,1.2,5,F,SI1,62.8,55.0,5398,6.43,6.4,4.03,1.0046875,0.006150411571070779
12995,1.26,5,J,SI1,62.0,56.0,5398,6.93,6.9,4.29,1.0043478260869565,0.00614229863241721
12998,1.2,5,I,VS1,62.7,54.0,5401,6.6,6.54,4.12,1.0091743119266054,0.006129253702069237
12999,1.2,4,G,SI1,60.2,60.0,5402,6.7,6.66,4.02,1.006006006006006,0.006076470767938802
13000,1.2,4,H,VS2,62.4,59.0,5404,6.75,6.72,4.2,1.0044642857142858,0.005249013185521122
13001,1.22,4,I,VS2,60.1,58.0,5405,6.92,7.0,4.18,0.9885714285714285,0.006025310254090297
13002,2.14,1,J,I1,69.4,57.0,5405,7.74,7.7,5.36,1.0051948051948052,0.006699112912233357
13003,1.2,5,F,SI2,61.6,57.0,5405,6.56,6.53,4.03,1.004594180704441,0.006198144699499579
13004,1.21,4,G,SI2,62.7,59.0,5405,6.74,6.66,4.2,1.012012012012012,0.006418033124264577
13005,1.27,5,F,SI2,62.0,55.0,5405,6.95,6.9,4.3,1.0072463768115942,0.0061588747202440276
13006,1.2,5,D,SI2,60.4,55.0,5406,6.89,6.91,4.17,0.9971056439942112,0.005993957194572761
13008,1.21,2,H,SI1,63.8,64.0,5407,6.72,6.63,4.26,1.0135746606334841,0.006375187609653227
13009,1.2,4,G,VS2,62.7,58.0,5407,6.44,6.36,4.01,1.0125786163522013,0.006210303375511765
13010,1.49,2,I,SI2,64.3,59.0,5407,7.2,7.1,4.6,1.0140845070422535,0.0063363271415935235
13011,1.23,5,J,SI1,62.2,57.0,5407,6.89,6.81,4.26,1.011747430249633,0.00615359880919158
13012,1.2,5,G,SI2,62.5,55.0,5407,6.61,6.66,4.15,0.9924924924924925,0.006021003779055653
13013,1.2,2,F,VS2,64.4,56.0,5407,6.23,6.28,4.03,0.9920382165605096,0.006342307046660835
13014,1.2,3,H,SI2,60.2,58.0,5408,6.88,6.94,4.16,0.9913544668587896,0.006041433601583725
13015,1.2,3,D,SI2,62.3,60.0,5408,6.59,6.7,4.14,0.9835820895522388,0.006181841775267404
13016,1.2,3,I,SI1,62.2,55.0,5408,6.75,6.92,4.25,0.9754335260115607,0.006044807132872416
13017,1.2,3,I,SI1,60.0,60.0,5408,6.81,6.89,4.11,0.9883889695210449,0.006222617275450983
