,carat,depth,table,x,y,z,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,price
11238,1.01,61.8,59.0,6.41,6.37,3.95,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4965.0
11239,1.55,63.6,58.0,7.34,7.29,4.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4965.0
11240,1.01,62.6,55.0,6.44,6.38,4.01,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4965.0
11241,1.26,53.2,61.0,7.44,7.36,3.94,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4966.0
11242,1.1,59.1,60.0,6.77,6.7,3.98,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4967.0
11243,1.1,59.1,60.0,6.77,6.7,3.98,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4967.0
11244,1.1,63.7,60.0,6.61,6.45,4.16,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4967.0
11245,1.28,63.4,59.0,6.89,6.84,4.35,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4967.0
11246,1.05,64.2,61.0,6.41,6.33,4.09,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4967.0
11247,1.28,61.2,57.0,7.02,6.96,4.28,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4967.0
11248,1.02,61.6,56.0,6.47,6.5,3.99,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4968.0
11249,1.21,61.9,57.0,6.84,6.89,4.25,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4968.0
11250,1.21,61.9,58.0,6.84,6.79,4.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4968.0
11251,1.21,59.6,57.0,6.98,6.94,4.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4968.0
11252,1.01,62.5,56.0,6.38,6.42,4.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4969.0
11253,1.01,62.1,57.0,6.41,6.48,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4969.0
11254,1.01,61.3,59.0,6.44,6.47,3.96,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4969.0
11255,1.01,62.3,59.0,6.38,6.4,3.98,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4969.0
11256,1.22,58.8,61.0,6.94,7.0,4.1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4969.0
11257,1.11,62.2,56.0,6.58,6.66,4.12,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4969.0
11258,1.11,61.2,57.0,6.7,6.74,4.11,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4969.0
11259,0.91,62.7,59.0,6.19,6.15,3.87,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4969.0
11260,1.16,62.6,58.0,6.72,6.66,4.19,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4969.0
11261,0.91,62.0,60.0,6.23,6.19,3.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4969.0
11262,0.91,62.8,60.0,6.11,6.08,3.83,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4969.0
11263,1.16,61.9,56.0,6.77,6.73,4.18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4969.0
11264,1.16,62.5,58.0,6.72,6.68,4.19,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4969.0
11265,1.05,63.4,57.0,6.48,6.45,4.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4969.0
11266,1.09,62.2,56.0,6.6,6.55,4.09,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4970.0
11267,1.02,58.9,61.0,6.56,6.62,3.88,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4971.0
11268,1.01,60.3,60.0,6.46,6.55,3.92,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4972.0
11269,1.06,62.1,56.0,6.52,6.59,4.07,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4972.0
11270,0.94,61.6,57.0,6.29,6.31,3.88,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4972.0
11271,1.14,60.3,58.0,6.79,6.71,4.07,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4972.0
11272,1.01,64.8,59.0,6.34,6.26,4.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4972.0
11273,1.11,63.2,58.0,6.64,6.53,4.16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4973.0
11274,1.11,61.9,59.0,6.6,6.56,4.07,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4973.0
11275,1.04,61.9,58.0,6.47,6.51,4.02,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4973.0
11276,1.2,62.8,61.0,6.7,6.62,4.18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4973.0
11277,1.07,60.4,57.0,6.62,6.56,3.98,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4973.0
11278,1.35,61.2,61.0,7.13,7.08,4.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4974.0
11279,1.22,62.1,56.0,6.89,6.83,4.26,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4974.0
11280,1.22,62.8,54.0,6.78,6.75,4.25,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4974.0
11281,1.03,62.0,59.0,6.49,6.42,4.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4974.0
11282,1.22,60.5,60.0,6.93,6.89,4.18,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4974.0
11283,1.05,60.3,57.0,6.64,6.59,3.99,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4974.0
11284,1.05,62.4,59.0,6.48,6.51,4.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4975.0
11285,1.0,58.7,59.0,6.5,6.58,3.84,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4975.0
11286,1.05,61.8,56.0,6.52,6.58,4.05,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4975.0
11287,1.21,58.9,61.0,6.98,6.91,4.09,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4976.0
11288,0.9,62.3,59.0,6.09,6.15,3.81,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4977.0
11289,1.01,62.9,57.0,6.34,6.37,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4977.0
11290,1.29,63.4,57.0,6.92,6.77,4.35,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4977.0
11291,1.01,60.4,60.0,6.55,6.47,3.93,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4977.0
11292,1.01,62.3,55.0,6.43,6.37,3.99,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4977.0
11293,1.0,60.7,60.0,6.55,6.49,3.96,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4978.0
11294,1.0,59.6,59.0,6.47,6.54,3.88,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4978.0
11295,1.27,63.1,57.0,6.88,6.84,4.33,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4978.0
11296,0.91,62.2,58.0,6.17,6.21,3.85,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4979.0
11297,1.16,62.6,57.0,6.75,6.67,4.2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4979.0
11298,1.14,59.2,58.0,6.86,6.8,4.04,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4980.0
11299,1.04,58.7,61.0,6.62,6.57,3.87,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4980.0
11300,1.54,62.0,60.0,7.32,7.4,4.56,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4980.0
11301,1.04,62.6,59.0,6.47,6.43,4.04,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4980.0
11302,1.04,59.5,58.0,6.67,6.58,3.94,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4980.0
11303,1.2,62.8,56.0,6.76,6.68,4.22,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4980.0
11304,0.9,63.3,59.0,6.12,6.17,3.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4981.0
11305,0.71,61.1,54.0,5.84,5.78,3.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4981.0
11306,1.09,61.2,57.0,6.64,6.6,4.05,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4981.0
11307,1.02,62.6,54.6,6.4,6.44,4.02,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4983.0
11308,1.06,61.0,58.0,6.57,6.61,4.02,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4984.0
11309,1.13,61.8,56.0,6.69,6.73,4.15,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4984.0
11310,1.01,62.2,55.0,6.4,6.43,3.99,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4984.0
11311,1.0,60.4,58.0,6.51,6.46,3.92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4984.0
11312,1.0,67.0,52.0,6.12,6.08,4.09,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4984.0
11313,1.15,62.2,60.0,6.69,6.66,4.15,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4985.0
11314,1.23,61.8,56.0,6.87,6.81,4.23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4986.0
11315,1.23,61.8,56.0,6.87,6.81,4.23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4986.0
11316,1.05,63.2,59.0,6.47,6.44,4.08,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4986.0
11317,1.01,63.3,58.0,6.37,6.39,4.04,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4986.0
11318,1.01,62.6,57.0,6.38,6.43,4.01,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4986.0
11319,1.23,62.9,59.0,6.85,6.8,4.29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4986.0
11320,1.12,62.8,57.0,6.68,6.61,4.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4986.0
11321,1.12,62.8,55.0,6.69,6.66,4.19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4986.0
11322,1.06,62.1,58.0,6.49,6.53,4.04,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4987.0
11323,1.05,60.3,55.0,6.55,6.68,3.99,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4987.0
11324,1.12,59.6,58.0,6.82,6.77,4.05,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4987.0
11325,1.02,62.2,57.0,6.43,6.49,4.02,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4988.0
11326,1.18,60.5,60.0,6.88,6.81,4.14,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4988.0
11327,1.08,61.7,57.0,6.55,6.6,4.06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4989.0
11328,1.2,60.0,58.0,6.91,6.93,4.15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4989.0
11329,1.5,62.4,64.0,7.22,7.26,4.52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4989.0
11330,1.26,61.8,58.0,6.88,6.91,4.26,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4989.0
11331,1.01,58.5,60.0,6.6,6.57,3.85,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11332,1.01,59.1,59.0,6.56,6.5,3.86,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11333,0.83,62.1,55.0,6.02,6.05,3.75,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4989.0
11334,1.0,62.6,61.0,6.29,6.32,3.95,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4989.0
11335,1.01,63.6,58.0,6.37,6.31,4.03,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11336,1.01,63.7,57.0,6.4,6.35,4.06,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11337,1.01,59.5,62.0,6.53,6.45,3.86,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11338,1.01,63.3,59.0,6.42,6.38,4.05,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11339,1.01,63.8,59.0,6.32,6.29,4.02,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11340,1.01,59.7,61.0,6.55,6.49,3.89,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11341,1.01,60.5,64.0,6.48,6.45,3.91,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11342,1.01,58.8,64.0,6.58,6.51,3.85,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11343,1.01,62.0,59.0,6.39,6.32,3.94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4989.0
11344,1.01,57.8,58.0,6.65,6.6,3.83,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11345,1.01,62.5,58.0,6.42,6.39,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11346,1.01,63.5,59.0,6.38,6.29,4.02,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11347,1.01,61.8,59.0,6.41,6.34,3.94,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4989.0
11348,1.01,62.6,54.0,6.38,6.34,3.98,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4989.0
11349,1.21,61.6,59.0,6.8,6.83,4.2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,4990.0
11350,1.02,58.7,58.0,6.68,6.61,3.9,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4990.0
11351,1.12,61.3,55.0,6.74,6.7,4.12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4990.0
11352,1.21,61.1,60.0,6.86,6.91,4.21,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4991.0
11353,1.01,59.9,59.0,6.49,6.46,3.88,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4991.0
11354,1.25,62.8,57.0,6.86,6.78,4.28,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4991.0
11355,1.23,63.2,57.5,6.74,6.82,4.29,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4992.0
11356,0.99,62.5,57.0,6.3,6.34,3.95,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4993.0
11357,1.3,63.2,57.0,6.91,6.86,4.35,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4994.0
11358,1.12,62.4,56.0,6.74,6.63,4.17,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4994.0
11359,1.06,62.3,56.0,6.5,6.57,4.07,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4995.0
11360,1.0,62.0,54.0,6.43,6.47,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4995.0
11361,1.0,61.8,57.0,6.39,6.42,3.96,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4995.0
11362,1.03,61.5,59.0,6.42,6.49,3.97,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4996.0
11363,1.1,62.3,58.0,6.55,6.61,4.1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4997.0
11364,1.1,59.4,58.0,6.72,6.79,4.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4997.0
11365,1.1,63.4,57.0,6.52,6.55,4.14,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4997.0
11366,1.0,59.6,60.0,6.43,6.49,3.85,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4997.0
11367,1.0,61.9,56.0,6.37,6.45,3.97,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4997.0
11368,1.04,62.9,43.0,6.45,6.41,4.04,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4997.0
11369,1.13,56.5,62.0,6.93,6.88,3.9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4998.0
11400,1.19,62.3,57.0,6.78,6.73,4.21,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4998.0
11401,1.04,61.0,58.0,6.54,6.6,4.01,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4999.0
11402,1.17,61.8,54.0,6.78,6.82,4.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4999.0
11403,1.0,63.3,53.0,6.42,6.37,4.05,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5000.0
11404,1.24,61.8,57.0,6.92,6.86,4.26,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5000.0
11405,1.08,61.6,56.0,6.63,6.59,4.07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5000.0
11406,1.01,62.2,59.0,6.36,6.41,3.97,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5000.0
11407,1.01,63.4,57.0,6.3,6.39,4.02,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5000.0
11408,1.11,60.3,60.0,6.62,6.67,4.01,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5000.0
11409,1.12,60.5,55.0,6.73,6.79,4.09,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5000.0
11410,1.01,60.9,62.0,6.52,6.49,3.96,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5000.0
11411,1.0,61.5,61.0,6.45,6.4,3.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5000.0
11412,0.9,62.7,58.0,6.17,6.14,3.86,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5000.0
11413,1.24,62.1,58.0,6.88,6.84,4.26,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5000.0
11414,1.24,60.0,56.0,7.03,7.0,4.21,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5000.0
11415,1.5,66.0,64.0,7.1,6.97,4.64,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5000.0
11416,1.16,62.7,56.0,6.69,6.73,4.21,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5001.0
11417,1.16,59.9,57.0,6.8,6.82,4.08,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5001.0
11418,0.9,63.6,58.0,6.1,6.11,3.88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5001.0
11419,0.9,62.3,56.0,6.1,6.19,3.83,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5001.0
11420,0.9,62.6,59.0,6.14,6.17,3.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5001.0
11421,1.07,61.7,56.1,6.57,6.59,4.06,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5002.0
11422,1.1,62.0,56.5,6.58,6.63,4.09,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5002.0
11423,1.2,62.1,55.0,6.81,6.84,4.24,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5002.0
11424,1.0,64.1,58.0,6.22,6.32,4.02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5002.0
11425,1.0,63.6,58.0,6.26,6.35,4.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5002.0
11426,1.01,63.4,59.0,6.38,6.34,4.03,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5002.0
11427,1.01,63.1,60.0,6.37,6.34,4.01,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5002.0
11428,1.01,62.4,60.0,6.35,6.32,3.95,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5002.0
11429,1.16,61.5,57.0,6.79,6.73,4.16,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5002.0
11430,1.14,61.6,57.0,6.7,6.75,4.14,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5003.0
11431,1.14,60.7,58.0,6.76,6.82,4.12,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5003.0
11432,1.17,62.3,57.0,6.75,6.71,4.19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5004.0
11433,1.11,62.8,55.0,6.62,6.6,4.15,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5004.0
11434,1.09,61.2,58.0,6.63,6.58,4.03,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5005.0
11435,1.0,62.8,58.0,6.35,6.39,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5005.0
11436,1.0,60.4,64.0,6.3,6.39,3.83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5005.0
11437,1.0,61.9,65.0,6.31,6.36,3.92,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5005.0
11438,1.03,62.2,56.0,6.45,6.51,4.03,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5005.0
11439,1.15,60.2,61.0,6.74,6.84,4.09,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5005.0
11440,1.14,62.6,56.0,6.69,6.63,4.17,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5005.0
11441,1.2,62.2,61.0,6.74,6.73,4.19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5006.0
11442,0.72,60.8,56.0,5.81,5.83,3.54,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5006.0
11443,0.92,61.0,60.0,6.25,6.27,3.82,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5006.0
11444,1.11,62.2,54.0,6.64,6.68,4.14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5006.0
11445,1.01,61.5,59.0,6.48,6.43,3.97,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5006.0
11446,1.01,60.6,57.0,6.52,6.49,3.94,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5006.0
11447,1.01,61.7,57.0,6.49,6.44,3.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5006.0
11448,1.01,61.3,59.0,6.48,6.44,3.96,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5006.0
11449,1.01,61.3,54.0,6.52,6.47,3.99,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5006.0
11450,1.01,61.6,57.0,6.46,6.42,3.97,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5006.0
11451,1.01,62.6,60.0,6.36,6.29,3.96,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5006.0
11452,1.01,62.3,56.0,6.42,6.38,3.99,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5006.0
11453,1.01,62.2,58.0,6.42,6.4,3.99,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5006.0
11454,0.8,61.8,56.0,5.92,5.96,3.67,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5007.0
11455,1.27,62.0,57.0,6.96,6.92,4.3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5008.0
11456,1.02,60.4,59.0,6.52,6.55,3.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5008.0
11457,1.14,62.8,60.0,6.68,6.59,4.17,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5008.0
11458,1.14,60.8,58.0,6.79,6.74,4.11,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5008.0
11459,1.15,62.2,54.0,6.74,6.65,4.17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5008.0
11460,1.0,61.1,59.9,6.37,6.41,3.9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5009.0
11461,1.11,62.0,56.0,6.61,6.65,4.11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5010.0
11462,1.03,61.3,60.0,6.51,6.53,4.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5010.0
11463,1.01,62.8,60.0,6.32,6.38,3.99,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5010.0
11464,1.01,63.1,59.0,6.3,6.37,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5010.0
11465,1.09,63.6,56.0,6.56,6.53,4.16,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5010.0
11466,1.03,60.4,59.0,6.51,6.57,3.95,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5012.0
11467,1.11,61.3,55.0,6.65,6.75,4.11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5012.0
11468,1.13,62.7,57.0,6.65,6.62,4.16,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5012.0
11469,1.17,62.0,55.0,6.81,6.74,4.2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5012.0
11470,1.02,62.1,59.0,6.37,6.44,3.98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5013.0
11471,1.03,61.8,54.0,6.46,6.52,4.01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5013.0
11472,0.9,60.9,56.0,6.25,6.27,3.81,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5013.0
11473,0.9,62.1,56.0,6.15,6.2,3.83,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5013.0
11474,0.9,62.0,54.0,6.2,6.23,3.86,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5013.0
11475,1.0,64.8,58.0,6.23,6.27,4.05,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5013.0
11476,1.08,62.9,57.0,6.53,6.54,4.11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5014.0
11477,1.13,59.1,59.0,6.81,6.87,4.04,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5014.0
